; MSControl_Server Game File									
; Apr 6th									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	2	22	26	0	434	141	1881		
DEMAND	2	22	26	30	317	175	1895		
DEMAND	2	22	27	0	259	96	1802		
DEMAND	2	22	27	30	422	145	1824		
DEMAND	2	22	28	0	295	109	1808		
DEMAND	2	22	28	30	414	126	1593		
DEMAND	2	22	29	0	701	143	1642		
DEMAND	2	22	29	30	812	137	1666		
DEMAND	2	22	30	0	570	200	1689		
DEMAND	2	22	30	30	412	161	1577		
DEMAND	2	22	31	0	732	143	1656		
DEMAND	2	22	31	30	794	115	1619		
DEMAND	2	22	32	0	813	183	1680		
DEMAND	2	22	32	30	374	141	1864		
DEMAND	2	22	33	0	558	106	1592		
DEMAND	2	22	33	30	425	149	1748		
DEMAND	2	22	34	0	599	139	1713		
DEMAND	2	22	34	30	541	166	1780		
DEMAND	2	22	35	0	487	218	1861		
DEMAND	2	22	35	30	558	167	1883		
DEMAND	2	22	36	0	487	130	1544		
DEMAND	2	22	36	30	336	125	1872		
DEMAND	2	22	37	0	455	123	1753		
DEMAND	2	22	37	30	316	200	1656		
DEMAND	2	22	38	0	629	148	1558		
DEMAND	2	22	38	30	499	126	1507		
DEMAND	2	22	39	0	716	200	1565		
DEMAND	2	22	39	30	424	159	1674		
DEMAND	2	22	40	0	690	173	1592		
DEMAND	2	22	40	30	517	215	1916		
DEMAND	2	22	41	0	282	198	1769		
DEMAND	2	22	41	30	476	179	1671		
DEMAND	2	22	42	0	443	150	1596		
DEMAND	2	22	42	30	680	177	1777		
DEMAND	2	22	43	0	525	123	1762		
DEMAND	2	22	43	30	628	212	1552		
DEMAND	2	22	44	0	358	135	1769		
DEMAND	2	22	44	30	705	152	1713		
DEMAND	2	22	45	0	629	175	1787		
DEMAND	2	22	45	30	392	215	1633		
DEMAND	2	22	46	0	498	150	1776		
DEMAND	2	22	46	30	530	213	1617		
DEMAND	2	22	47	0	326	154	1726		
DEMAND	2	22	47	30	687	201	1902		
DEMAND	2	22	48	0	569	196	1618		
DEMAND	2	22	48	30	659	165	1871		
DEMAND	2	22	49	0	509	181	1874		
DEMAND	2	22	49	30	477	167	1734		
DEMAND	2	22	50	0	294	113	1701		
DEMAND	2	22	50	30	650	182	1734		
DEMAND	2	22	51	0	473	213	1710		
DEMAND	2	22	51	30	605	128	1735		
DEMAND	2	22	52	0	483	182	1629		
DEMAND	2	22	52	30	624	203	1631		
DEMAND	2	22	53	0	429	155	1562		
DEMAND	2	22	53	30	356	190	1695		
DEMAND	2	22	54	0	533	128	1671		
DEMAND	2	22	54	30	465	221	1788		
DEMAND	2	22	55	0	585	240	1594		
DEMAND	2	22	55	30	368	244	1711		
DEMAND	2	22	56	0	581	211	1730		
DEMAND	2	22	56	30	533	176	1674		
DEMAND	2	22	57	0	361	164	1490		
DEMAND	2	22	57	30	379	181	1869		
DEMAND	2	22	58	0	534	205	1426		
DEMAND	2	22	58	30	447	193	1674		
DEMAND	2	22	59	0	611	211	1466		
DEMAND	2	22	59	30	611	170	1771		
DEMAND	2	23	0	0	612	152	1688		
DEMAND	2	23	0	30	566	174	1632		
DEMAND	2	23	1	0	438	193	1515		
DEMAND	2	23	1	30	367	192	1613		
DEMAND	2	23	2	0	675	188	1740		
DEMAND	2	23	2	30	602	169	1719		
DEMAND	2	23	3	0	552	253	1810		
DEMAND	2	23	3	30	559	210	1761		
DEMAND	2	23	4	0	293	246	1734		
DEMAND	2	23	4	30	402	220	1731		
DEMAND	2	23	5	0	408	185	1764		
DEMAND	2	23	5	30	631	200	1769		
DEMAND	2	23	6	0	369	230	1393		
DEMAND	2	23	6	30	423	252	1737		
DEMAND	2	23	7	0	527	256	1555		
DEMAND	2	23	7	30	379	261	1431		
DEMAND	2	23	8	0	486	201	1674		
DEMAND	2	23	8	30	361	258	1692		
DEMAND	2	23	9	0	589	232	1552		
DEMAND	2	23	9	30	360	235	1650		
DEMAND	2	23	10	0	583	230	1499		
DEMAND	2	23	10	30	335	215	1643		
DEMAND	2	23	11	0	394	243	1471		
DEMAND	2	23	11	30	535	253	1434		
DEMAND	2	23	12	0	407	283	1680		
DEMAND	2	23	12	30	591	193	1440		
DEMAND	2	23	13	0	627	210	1521		
DEMAND	2	23	13	30	406	268	1419		
DEMAND	2	23	14	0	499	221	1405		
DEMAND	2	23	14	30	570	286	1583		
DEMAND	2	23	15	0	456	197	1400		
DEMAND	2	23	15	30	449	187	1552		
DEMAND	2	23	16	0	527	198	1487		
DEMAND	2	23	16	30	376	186	1520		
DEMAND	2	23	17	0	562	256	1568		
DEMAND	2	23	17	30	388	246	1681		
DEMAND	2	23	18	0	494	222	1493		
DEMAND	2	23	18	30	505	247	1386		
DEMAND	2	23	19	0	396	226	1514		
DEMAND	2	23	19	30	441	187	1427		
DEMAND	2	23	20	0	520	244	1664		
DEMAND	2	23	20	30	423	263	1432		
DEMAND	2	23	21	0	575	235	1433		
DEMAND	2	23	21	30	556	217	1474		
DEMAND	2	23	22	0	442	281	1415		
DEMAND	2	23	22	30	362	236	1506		
DEMAND	2	23	23	0	556	232	1266		
DEMAND	2	23	23	30	307	298	1513		
DEMAND	2	23	24	0	428	257	1580		
DEMAND	2	23	24	30	432	245	1641		
DEMAND	2	23	25	0	511	278	1587		
DEMAND	2	23	25	30	493	242	1463		
DEMAND	2	23	26	0	471	322	1351		
DEMAND	2	23	26	30	333	255	1383		
DEMAND	2	23	27	0	405	298	1409		
DEMAND	2	23	27	30	401	274	1275		
DEMAND	2	23	28	0	476	236	1524		
DEMAND	2	23	28	30	499	280	1408		
DEMAND	2	23	29	0	440	351	1416		
DEMAND	2	23	29	30	532	210	1442		
DEMAND	2	23	30	0	334	246	1328		
DEMAND	2	23	30	30	492	241	1442		
DEMAND	2	23	31	0	473	278	1363		
DEMAND	2	23	31	30	364	225	1321		
DEMAND	2	23	32	0	388	284	1604		
DEMAND	2	23	32	30	462	317	1543		
DEMAND	2	23	33	0	512	354	1546		
DEMAND	2	23	33	30	511	239	1489		
DEMAND	2	23	34	0	447	261	1339		
DEMAND	2	23	34	30	444	316	1493		
DEMAND	2	23	35	0	398	253	1237		
DEMAND	2	23	35	30	519	333	1416		
DEMAND	2	23	36	0	382	321	1414		
DEMAND	2	23	36	30	371	288	1514		
DEMAND	2	23	37	0	369	359	1380		
DEMAND	2	23	37	30	464	339	1313		
DEMAND	2	23	38	0	383	280	1306		
DEMAND	2	23	38	30	504	313	1506		
DEMAND	2	23	39	0	386	311	1521		
DEMAND	2	23	39	30	498	379	1377		
DEMAND	2	23	40	0	381	296	1389		
DEMAND	2	23	40	30	477	256	1515		
DEMAND	2	23	41	0	417	345	1457		
DEMAND	2	23	41	30	373	402	1203		
DEMAND	2	23	42	0	416	364	1425		
DEMAND	2	23	42	30	368	411	1307		
DEMAND	2	23	43	0	462	330	1478		
DEMAND	2	23	43	30	427	309	1305		
DEMAND	2	23	44	0	426	381	1300		
DEMAND	2	23	44	30	420	297	1401		
DEMAND	2	23	45	0	468	386	1321		
DEMAND	2	23	45	30	437	316	1461		
DEMAND	2	23	46	0	482	396	1271		
DEMAND	2	23	46	30	425	411	1242		
DEMAND	2	23	47	0	468	305	1359		
DEMAND	2	23	47	30	450	390	1416		
DEMAND	2	23	48	0	371	358	1386		
DEMAND	2	23	48	30	459	327	1368		
DEMAND	2	23	49	0	399	371	1470		
DEMAND	2	23	49	30	402	420	1324		
DEMAND	2	23	50	0	396	334	1477		
DEMAND	2	23	50	30	461	340	1277		
DEMAND	2	23	51	0	424	378	1513		
DEMAND	2	23	51	30	406	406	1475		
DEMAND	2	23	52	0	372	395	1343		
DEMAND	2	23	52	30	467	333	1329		
DEMAND	2	23	53	0	429	456	1314		
DEMAND	2	23	53	30	442	394	1241		
DEMAND	2	23	54	0	408	389	1218		
DEMAND	2	23	54	30	395	419	1364		
DEMAND	2	23	55	0	398	449	1268		
DEMAND	2	23	55	30	435	387	1304		
DEMAND	2	23	56	0	417	381	1225		
DEMAND	2	23	56	30	432	350	1493		
DEMAND	2	23	57	0	456	439	1251		
DEMAND	2	23	57	30	361	537	1285		
DEMAND	2	23	58	0	412	497	1254		
DEMAND	2	23	58	30	441	483	1171		
DEMAND	2	23	59	0	431	558	1381		
DEMAND	2	23	59	30	422	595	1413		
DEMAND	3	0	0	0	405	590	1365		
DEMAND	3	0	0	30	364	453	1458		
DEMAND	3	0	1	0	344	515	1340		
DEMAND	3	0	1	30	353	592	1310		
DEMAND	3	0	2	0	406	562	1428		
DEMAND	3	0	2	30	406	447	1250		
DEMAND	3	0	3	0	427	697	1270		
DEMAND	3	0	3	30	419	580	1263		
DEMAND	3	0	4	0	426	686	1183		
DEMAND	3	0	4	30	412	658	1253		
DEMAND	3	0	5	0	397	530	1315		
DEMAND	3	0	5	30	422	537	1245		
DEMAND	3	0	6	0	387	646	1360		
DEMAND	3	0	6	30	412	438	1304		
DEMAND	3	0	7	0	387	688	1342		
DEMAND	3	0	7	30	360	664	1239		
DEMAND	3	0	8	0	394	497	1241		
DEMAND	3	0	8	30	379	591	1285		
DEMAND	3	0	9	0	414	661	1325		
DEMAND	3	0	9	30	377	535	1143		
DEMAND	3	0	10	0	363	528	1371		
DEMAND	3	0	10	30	390	477	1260		
DEMAND	3	0	11	0	404	567	1340		
DEMAND	3	0	11	30	397	506	1194		
DEMAND	3	0	12	0	397	527	1168		
DEMAND	3	0	12	30	371	496	1275		
DEMAND	3	0	13	0	372	659	1278		
DEMAND	3	0	13	30	386	578	1264		
DEMAND	3	0	14	0	352	533	1148		
DEMAND	3	0	14	30	375	481	1120		
DEMAND	3	0	15	0	378	519	1328		
DEMAND	3	0	15	30	383	566	1300		
DEMAND	3	0	16	0	381	541	1267		
DEMAND	3	0	16	30	385	595	1121		
DEMAND	3	0	17	0	377	494	1290		
DEMAND	3	0	17	30	380	692	1147		
DEMAND	3	0	18	0	334	535	1325		
DEMAND	3	0	18	30	382	585	1149		
DEMAND	3	0	19	0	358	621	1216		
DEMAND	3	0	19	30	338	752	1204		
DEMAND	3	0	20	0	361	521	1320		
DEMAND	3	0	20	30	366	661	1152		
DEMAND	3	0	21	0	364	658	1127		
DEMAND	3	0	21	30	360	585	1167		
DEMAND	3	0	22	0	374	543	1197		
DEMAND	3	0	22	30	354	673	1241		
DEMAND	3	0	23	0	353	697	1264		
DEMAND	3	0	23	30	335	715	1171		
DEMAND	3	0	24	0	350	573	1257		
DEMAND	3	0	24	30	344	510	1173		
DEMAND	3	0	25	0	338	508	1291		
DEMAND	3	0	25	30	341	728	1197		
DEMAND	3	0	26	0	369	576	1237		
DEMAND	3	0	26	30	350	684	1165		
DEMAND	3	0	27	0	333	603	1195		
DEMAND	3	0	27	30	346	671	1209		
DEMAND	3	0	28	0	325	752	1251		
DEMAND	3	0	28	30	353	667	1243		
DEMAND	3	0	29	0	338	601	1272		
DEMAND	3	0	29	30	347	887	1307		
DEMAND	3	0	30	0	358	597	1138		
DEMAND	3	0	30	30	356	746	1208		
DEMAND	3	0	31	0	318	789	1217		
DEMAND	3	0	31	30	344	786	1239		
DEMAND	3	0	32	0	336	735	1269		
DEMAND	3	0	32	30	346	731	1180		
DEMAND	3	0	33	0	357	666	1182		
DEMAND	3	0	33	30	339	614	1121		
DEMAND	3	0	34	0	322	709	1249		
DEMAND	3	0	34	30	325	719	1210		
DEMAND	3	0	35	0	336	778	1111		
DEMAND	3	0	35	30	329	680	1148		
DEMAND	3	0	36	0	331	602	1133		
DEMAND	3	0	36	30	335	613	1185		
DEMAND	3	0	37	0	329	604	1207		
DEMAND	3	0	37	30	312	600	1100		
DEMAND	3	0	38	0	324	851	1233		
DEMAND	3	0	38	30	309	701	1113		
DEMAND	3	0	39	0	343	777	1182		
DEMAND	3	0	39	30	330	537	1169		
DEMAND	3	0	40	0	309	741	1209		
DEMAND	3	0	40	30	308	623	1202		
DEMAND	3	0	41	0	325	815	1246		
DEMAND	3	0	41	30	337	891	1117		
DEMAND	3	0	42	0	304	822	1109		
DEMAND	3	0	42	30	305	658	1194		
DEMAND	3	0	43	0	310	841	1123		
DEMAND	3	0	43	30	321	809	1158		
DEMAND	3	0	44	0	300	878	1156		
DEMAND	3	0	44	30	342	652	1163		
DEMAND	3	0	45	0	304	712	1121		
DEMAND	3	0	45	30	296	654	1152		
DEMAND	3	0	46	0	302	884	1197		
DEMAND	3	0	46	30	314	959	1059		
DEMAND	3	0	47	0	315	883	1147		
DEMAND	3	0	47	30	324	725	1234		
DEMAND	3	0	48	0	282	647	1173		
DEMAND	3	0	48	30	298	716	1091		
DEMAND	3	0	49	0	313	1031	1180		
DEMAND	3	0	49	30	320	963	1132		
DEMAND	3	0	50	0	309	732	1106		
DEMAND	3	0	50	30	307	846	1166		
DEMAND	3	0	51	0	307	845	1126		
DEMAND	3	0	51	30	302	806	1178		
DEMAND	3	0	52	0	301	998	1193		
DEMAND	3	0	52	30	300	685	1133		
DEMAND	3	0	53	0	317	662	1147		
DEMAND	3	0	53	30	317	797	1149		
DEMAND	3	0	54	0	292	869	1131		
DEMAND	3	0	54	30	300	864	1114		
DEMAND	3	0	55	0	306	762	1124		
DEMAND	3	0	55	30	324	952	1213		
DEMAND	3	0	56	0	285	935	1208		
DEMAND	3	0	56	30	307	972	1128		
DEMAND	3	0	57	0	302	869	1149		
DEMAND	3	0	57	30	279	698	1189		
DEMAND	3	0	58	0	267	714	1165		
DEMAND	3	0	58	30	297	927	1143		
DEMAND	3	0	59	0	265	1002	1168		
DEMAND	3	0	59	30	310	886	1205		
DEMAND	3	1	0	0	258	751	1167		
DEMAND	3	1	0	30	300	777	1181		
DEMAND	3	1	1	0	280	928	1179		
DEMAND	3	1	1	30	264	869	1163		
DEMAND	3	1	2	0	251	850	1093		
DEMAND	3	1	2	30	310	895	1159		
DEMAND	3	1	3	0	285	903	1090		
DEMAND	3	1	3	30	255	974	1192		
DEMAND	3	1	4	0	299	848	1154		
DEMAND	3	1	4	30	283	833	1209		
DEMAND	3	1	5	0	283	1108	1147		
DEMAND	3	1	5	30	267	869	1215		
DEMAND	3	1	6	0	280	965	1126		
DEMAND	3	1	6	30	290	843	1148		
DEMAND	3	1	7	0	256	891	1164		
DEMAND	3	1	7	30	300	791	1151		
DEMAND	3	1	8	0	284	856	1206		
DEMAND	3	1	8	30	254	891	1085		
DEMAND	3	1	9	0	269	843	1111		
DEMAND	3	1	9	30	262	844	1191		
DEMAND	3	1	10	0	274	985	1181		
DEMAND	3	1	10	30	263	837	1093		
DEMAND	3	1	11	0	249	982	1154		
DEMAND	3	1	11	30	272	1090	1132		
DEMAND	3	1	12	0	286	893	1172		
DEMAND	3	1	12	30	283	1009	1215		
DEMAND	3	1	13	0	277	939	1193		
DEMAND	3	1	13	30	296	850	1099		
DEMAND	3	1	14	0	284	987	1115		
DEMAND	3	1	14	30	288	864	1142		
DEMAND	3	1	15	0	274	1181	1224		
DEMAND	3	1	15	30	286	1114	1193		
DEMAND	3	1	16	0	279	991	1182		
DEMAND	3	1	16	30	263	1126	1087		
DEMAND	3	1	17	0	251	936	1202		
DEMAND	3	1	17	30	259	1157	1108		
DEMAND	3	1	18	0	257	969	1120		
DEMAND	3	1	18	30	254	1039	1053		
DEMAND	3	1	19	0	282	891	1164		
DEMAND	3	1	19	30	265	908	1034		
DEMAND	3	1	20	0	225	902	1184		
DEMAND	3	1	20	30	285	946	1160		
DEMAND	3	1	21	0	287	1029	1186		
DEMAND	3	1	21	30	283	897	1149		
DEMAND	3	1	22	0	211	1154	1081		
DEMAND	3	1	22	30	248	1017	1149		
DEMAND	3	1	23	0	265	889	1160		
DEMAND	3	1	23	30	263	1292	1080		
DEMAND	3	1	24	0	282	943	1132		
DEMAND	3	1	24	30	204	1056	1095		
DEMAND	3	1	25	0	194	1158	1092		
DEMAND	3	1	25	30	212	1074	1141		
DEMAND	3	1	26	0	271	897	1044		
DEMAND	3	1	26	30	224	1231	1138		
DEMAND	3	1	27	0	249	1135	1210		
DEMAND	3	1	27	30	210	1082	1106		
DEMAND	3	1	28	0	249	973	1127		
DEMAND	3	1	28	30	205	988	1078		
DEMAND	3	1	29	0	269	1156	1090		
DEMAND	3	1	29	30	267	923	1114		
DEMAND	3	1	30	0	199	975	1174		
DEMAND	3	1	30	30	268	1284	1273		
DEMAND	3	1	31	0	245	1235	1076		
DEMAND	3	1	31	30	272	1088	1189		
DEMAND	3	1	32	0	255	1193	1106		
DEMAND	3	1	32	30	252	1157	1263		
DEMAND	3	1	33	0	257	851	1153		
DEMAND	3	1	33	30	273	1010	1208		
DEMAND	3	1	34	0	253	1090	1052		
DEMAND	3	1	34	30	245	1156	1069		
DEMAND	3	1	35	0	264	1104	1148		
DEMAND	3	1	35	30	196	1127	1033		
DEMAND	3	1	36	0	225	925	1128		
DEMAND	3	1	36	30	257	1285	1239		
DEMAND	3	1	37	0	260	948	1111		
DEMAND	3	1	37	30	257	1063	1056		
DEMAND	3	1	38	0	271	1174	1143		
DEMAND	3	1	38	30	276	881	1166		
DEMAND	3	1	39	0	196	1047	1226		
DEMAND	3	1	39	30	230	1007	1277		
DEMAND	3	1	40	0	261	1221	1188		
DEMAND	3	1	40	30	183	1103	1075		
DEMAND	3	1	41	0	233	1217	1287		
DEMAND	3	1	41	30	269	1295	1097		
DEMAND	3	1	42	0	258	1102	1324		
DEMAND	3	1	42	30	180	1312	1183		
DEMAND	3	1	43	0	196	1218	1123		
DEMAND	3	1	43	30	210	1344	1138		
DEMAND	3	1	44	0	264	1337	1095		
DEMAND	3	1	44	30	224	1192	1225		
DEMAND	3	1	45	0	232	1177	1080		
DEMAND	3	1	45	30	253	1069	1169		
DEMAND	3	1	46	0	228	1299	1358		
DEMAND	3	1	46	30	203	1272	1117		
DEMAND	3	1	47	0	255	1286	1277		
DEMAND	3	1	47	30	168	1093	1143		
DEMAND	3	1	48	0	196	1260	1157		
DEMAND	3	1	48	30	237	1106	1053		
DEMAND	3	1	49	0	237	1199	1153		
DEMAND	3	1	49	30	194	1307	1198		
DEMAND	3	1	50	0	200	1110	1124		
DEMAND	3	1	50	30	253	1238	1016		
DEMAND	3	1	51	0	195	1417	1252		
DEMAND	3	1	51	30	259	1411	1071		
DEMAND	3	1	52	0	213	1118	1208		
DEMAND	3	1	52	30	217	1335	1195		
DEMAND	3	1	53	0	216	1194	1045		
DEMAND	3	1	53	30	264	1333	1070		
DEMAND	3	1	54	0	262	1151	1194		
DEMAND	3	1	54	30	156	1468	1131		
DEMAND	3	1	55	0	214	1223	1225		
DEMAND	3	1	55	30	221	1231	1209		
DEMAND	3	1	56	0	223	1157	1150		
DEMAND	3	1	56	30	240	1199	1234		
DEMAND	3	1	57	0	190	1204	1356		
DEMAND	3	1	57	30	238	1190	1113		
DEMAND	3	1	58	0	240	1112	1194		
DEMAND	3	1	58	30	163	1388	1262		
DEMAND	3	1	59	0	209	1236	1295		
DEMAND	3	1	59	30	236	1394	1362		
DEMAND	3	2	0	0	237	1227	1267		
DEMAND	3	2	0	30	153	1311	1136		
DEMAND	3	2	1	0	212	1313	1253		
DEMAND	3	2	1	30	247	1364	1254		
DEMAND	3	2	2	0	220	1248	1178		
DEMAND	3	2	2	30	198	1500	1008		
DEMAND	3	2	3	0	250	1264	1117		
DEMAND	3	2	3	30	226	1432	1149		
DEMAND	3	2	4	0	264	1270	1171		
DEMAND	3	2	4	30	249	1299	1274		
DEMAND	3	2	5	0	273	1283	1018		
DEMAND	3	2	5	30	238	1395	1291		
DEMAND	3	2	6	0	213	1324	1258		
DEMAND	3	2	6	30	238	1405	1221		
DEMAND	3	2	7	0	201	1264	1312		
DEMAND	3	2	7	30	138	1377	1224		
DEMAND	3	2	8	0	208	1552	1320		
DEMAND	3	2	8	30	242	1392	1227		
DEMAND	3	2	9	0	200	1539	1286		
DEMAND	3	2	9	30	261	1280	1281		
DEMAND	3	2	10	0	220	1451	1339		
DEMAND	3	2	10	30	252	1292	1166		
DEMAND	3	2	11	0	145	1335	1178		
DEMAND	3	2	11	30	211	1380	1184		
DEMAND	3	2	12	0	192	1409	1247		
DEMAND	3	2	12	30	236	1426	1080		
DEMAND	3	2	13	0	211	1444	1215		
DEMAND	3	2	13	30	220	1535	1278		
DEMAND	3	2	14	0	236	1406	1109		
DEMAND	3	2	14	30	206	1480	1206		
DEMAND	3	2	15	0	197	1369	1239		
DEMAND	3	2	15	30	131	1347	1186		
DEMAND	3	2	16	0	213	1297	1246		
DEMAND	3	2	16	30	195	1600	1429		
DEMAND	3	2	17	0	230	1367	1086		
DEMAND	3	2	17	30	229	1298	1266		
DEMAND	3	2	18	0	177	1577	1135		
DEMAND	3	2	18	30	165	1430	1179		
DEMAND	3	2	19	0	174	1454	1442		
DEMAND	3	2	19	30	221	1441	1287		
DEMAND	3	2	20	0	287	1431	1115		
DEMAND	3	2	20	30	180	1328	1276		
DEMAND	3	2	21	0	268	1576	1328		
DEMAND	3	2	21	30	272	1522	1209		
DEMAND	3	2	22	0	213	1405	1330		
DEMAND	3	2	22	30	124	1439	1133		
DEMAND	3	2	23	0	236	1523	1235		
DEMAND	3	2	23	30	161	1579	1112		
DEMAND	3	2	24	0	141	1373	1406		
DEMAND	3	2	24	30	235	1299	1374		
DEMAND	3	2	25	0	208	1513	1284		
DEMAND	3	2	25	30	238	1493	1318		
DEMAND	3	2	26	0	211	1502	1193		
DEMAND	3	2	26	30	206	1597	1105		
DEMAND	3	2	27	0	239	1545	1133		
DEMAND	3	2	27	30	174	1595	1151		
DEMAND	3	2	28	0	164	1461	1318		
DEMAND	3	2	28	30	191	1553	1439		
DEMAND	3	2	29	0	270	1524	1376		
DEMAND	3	2	29	30	158	1322	1425		
DEMAND	3	2	30	0	233	1692	1380		
DEMAND	3	2	30	30	187	1413	1478		
DEMAND	3	2	31	0	226	1541	1519		
DEMAND	3	2	31	30	220	1498	1306		
DEMAND	3	2	32	0	193	1420	1256		
DEMAND	3	2	32	30	257	1634	1347		
DEMAND	3	2	33	0	172	1332	1451		
DEMAND	3	2	33	30	227	1364	1264		
DEMAND	3	2	34	0	275	1457	1107		
DEMAND	3	2	34	30	244	1461	1396		
DEMAND	3	2	35	0	265	1529	1115		
DEMAND	3	2	35	30	194	1586	1227		
DEMAND	3	2	36	0	179	1496	1353		
DEMAND	3	2	36	30	192	1631	1236		
DEMAND	3	2	37	0	244	1669	1445		
DEMAND	3	2	37	30	258	1559	1424		
DEMAND	3	2	38	0	106	1624	1128		
DEMAND	3	2	38	30	243	1657	1456		
DEMAND	3	2	39	0	151	1656	1201		
DEMAND	3	2	39	30	175	1596	1394		
DEMAND	3	2	40	0	240	1470	1364		
DEMAND	3	2	40	30	252	1633	1521		
DEMAND	3	2	41	0	189	1474	1278		
DEMAND	3	2	41	30	151	1582	1141		
DEMAND	3	2	42	0	129	1708	1073		
DEMAND	3	2	42	30	184	1569	1443		
DEMAND	3	2	43	0	183	1696	1315		
DEMAND	3	2	43	30	275	1490	1151		
DEMAND	3	2	44	0	210	1496	1481		
DEMAND	3	2	44	30	227	1533	1277		
DEMAND	3	2	45	0	242	1633	1247		
DEMAND	3	2	45	30	210	1670	1374		
DEMAND	3	2	46	0	120	1429	1144		
DEMAND	3	2	46	30	228	1726	1218		
DEMAND	3	2	47	0	200	1683	1340		
DEMAND	3	2	47	30	223	1541	1220		
DEMAND	3	2	48	0	274	1584	1452		
DEMAND	3	2	48	30	198	1611	1421		
DEMAND	3	2	49	0	248	1489	1306		
DEMAND	3	2	49	30	211	1682	1412		
DEMAND	3	2	50	0	304	1500	1515		
DEMAND	3	2	50	30	242	1541	1514		
DEMAND	3	2	51	0	189	1451	1304		
DEMAND	3	2	51	30	150	1571	1290		
DEMAND	3	2	52	0	202	1672	1278		
DEMAND	3	2	52	30	179	1723	1194		
DEMAND	3	2	53	0	271	1668	1389		
DEMAND	3	2	53	30	251	1692	1455		
DEMAND	3	2	54	0	139	1597	1502		
DEMAND	3	2	54	30	203	1504	1320		
DEMAND	3	2	55	0	134	1733	1542		
DEMAND	3	2	55	30	266	1659	1229		
DEMAND	3	2	56	0	175	1594	1558		
DEMAND	3	2	56	30	130	1635	1562		
DEMAND	3	2	57	0	224	1674	1422		
DEMAND	3	2	57	30	163	1578	1511		
DEMAND	3	2	58	0	248	1725	1358		
DEMAND	3	2	58	30	199	1660	1302		
DEMAND	3	2	59	0	214	1697	1588		
DEMAND	3	2	59	30	125	1616	1311		
DEMAND	3	3	0	0	279	1519	1304		
DEMAND	3	3	0	30	196	1700	1301		
DEMAND	3	3	1	0	237	1626	1355		
DEMAND	3	3	1	30	250	1733	1342		
DEMAND	3	3	2	0	254	1663	1420		
DEMAND	3	3	2	30	204	1670	1617		
DEMAND	3	3	3	0	280	1596	1436		
DEMAND	3	3	3	30	201	1616	1331		
DEMAND	3	3	4	0	252	1652	1347		
DEMAND	3	3	4	30	171	1606	1298		
DEMAND	3	3	5	0	227	1789	1455		
DEMAND	3	3	5	30	143	1749	1214		
DEMAND	3	3	6	0	198	1694	1337		
DEMAND	3	3	6	30	160	1781	1297		
DEMAND	3	3	7	0	255	1681	1597		
DEMAND	3	3	7	30	137	1616	1332		
DEMAND	3	3	8	0	181	1670	1244		
DEMAND	3	3	8	30	214	1610	1410		
DEMAND	3	3	9	0	203	1703	1352		
DEMAND	3	3	9	30	207	1580	1297		
DEMAND	3	3	10	0	222	1748	1348		
DEMAND	3	3	10	30	117	1712	1562		
DEMAND	3	3	11	0	310	1673	1343		
DEMAND	3	3	11	30	186	1685	1398		
DEMAND	3	3	12	0	203	1778	1505		
DEMAND	3	3	12	30	175	1667	1399		
DEMAND	3	3	13	0	172	1766	1607		
DEMAND	3	3	13	30	190	1598	1504		
DEMAND	3	3	14	0	252	1723	1326		
DEMAND	3	3	14	30	228	1801	1239		
DEMAND	3	3	15	0	263	1771	1340		
DEMAND	3	3	15	30	119	1649	1531		
DEMAND	3	3	16	0	116	1640	1338		
DEMAND	3	3	16	30	214	1660	1579		
DEMAND	3	3	17	0	225	1623	1652		
DEMAND	3	3	17	30	119	1767	1401		
DEMAND	3	3	18	0	215	1732	1426		
DEMAND	3	3	18	30	261	1814	1336		
DEMAND	3	3	19	0	138	1648	1431		
DEMAND	3	3	19	30	192	1748	1290		
DEMAND	3	3	20	0	339	1728	1479		
DEMAND	3	3	20	30	141	1774	1430		
DEMAND	3	3	21	0	204	1744	1404		
DEMAND	3	3	21	30	248	1750	1608		
DEMAND	3	3	22	0	199	1683	1265		
DEMAND	3	3	22	30	210	1771	1540		
DEMAND	3	3	23	0	244	1698	1503		
DEMAND	3	3	23	30	245	1750	1572		
DEMAND	3	3	24	0	216	1663	1553		
DEMAND	3	3	24	30	219	1749	1529		
DEMAND	3	3	25	0	219	1749	1412		
DEMAND	3	3	25	30	278	1701	1621		
DEMAND	3	3	26	0	122	1746	1331		
DEMAND	3	3	26	30	141	1689	1384		
DEMAND	3	3	27	0	111	1783	1685		
DEMAND	3	3	27	30	194	1767	1486		
DEMAND	3	3	28	0	145	1810	1541		
DEMAND	3	3	28	30	210	1846	1447		
DEMAND	3	3	29	0	252	1846	1397		
DEMAND	3	3	29	30	158	1741	1593		
DEMAND	3	3	30	0	188	1777	1509		
DEMAND	3	3	30	30	266	1796	1482		
DEMAND	3	3	31	0	214	1790	1509		
DEMAND	3	3	31	30	166	1754	1618		
DEMAND	3	3	32	0	147	1813	1494		
DEMAND	3	3	32	30	194	1764	1510		
DEMAND	3	3	33	0	275	1832	1317		
DEMAND	3	3	33	30	264	1761	1692		
DEMAND	3	3	34	0	323	1796	1590		
DEMAND	3	3	34	30	268	1685	1287		
DEMAND	3	3	35	0	202	1777	1349		
DEMAND	3	3	35	30	144	1746	1631		
DEMAND	3	3	36	0	173	1803	1403		
