; MSControl_Server Game File									
; Apr 6th									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	0	5	27	30	353	912	678		
DEMAND	0	5	28	0	349	912	682		
DEMAND	0	5	28	30	352	876	675		
DEMAND	0	5	29	0	347	905	687		
DEMAND	0	5	29	30	355	885	677		
DEMAND	0	5	30	0	386	899	672		
DEMAND	0	5	30	30	393	896	674		
DEMAND	0	5	31	0	364	902	678		
DEMAND	0	5	31	30	406	873	684		
DEMAND	0	5	32	0	370	899	680		
DEMAND	0	5	32	30	398	924	682		
DEMAND	0	5	33	0	403	870	666		
DEMAND	0	5	33	30	392	913	688		
DEMAND	0	5	34	0	391	883	662		
DEMAND	0	5	34	30	422	884	671		
DEMAND	0	5	35	0	402	863	672		
DEMAND	0	5	35	30	382	872	679		
DEMAND	0	5	36	0	402	868	673		
DEMAND	0	5	36	30	378	894	671		
DEMAND	0	5	37	0	428	875	668		
DEMAND	0	5	37	30	388	878	688		
DEMAND	0	5	38	0	382	881	681		
DEMAND	0	5	38	30	427	865	670		
DEMAND	0	5	39	0	396	896	681		
DEMAND	0	5	39	30	414	889	675		
DEMAND	0	5	40	0	380	873	680		
DEMAND	0	5	40	30	412	873	676		
DEMAND	0	5	41	0	420	883	681		
DEMAND	0	5	41	30	382	889	671		
DEMAND	0	5	42	0	430	887	658		
DEMAND	0	5	42	30	421	891	664		
DEMAND	0	5	43	0	429	850	679		
DEMAND	0	5	43	30	421	879	662		
DEMAND	0	5	44	0	396	877	659		
DEMAND	0	5	44	30	439	883	670		
DEMAND	0	5	45	0	467	848	661		
DEMAND	0	5	45	30	472	836	669		
DEMAND	0	5	46	0	432	859	654		
DEMAND	0	5	46	30	478	873	669		
DEMAND	0	5	47	0	445	841	658		
DEMAND	0	5	47	30	445	882	652		
DEMAND	0	5	48	0	418	846	658		
DEMAND	0	5	48	30	465	864	657		
DEMAND	0	5	49	0	415	862	650		
DEMAND	0	5	49	30	453	854	648		
DEMAND	0	5	50	0	427	853	653		
DEMAND	0	5	50	30	471	866	641		
DEMAND	0	5	51	0	434	822	648		
DEMAND	0	5	51	30	446	846	648		
DEMAND	0	5	52	0	454	832	663		
DEMAND	0	5	52	30	431	822	647		
DEMAND	0	5	53	0	480	854	647		
DEMAND	0	5	53	30	456	841	635		
DEMAND	0	5	54	0	463	864	644		
DEMAND	0	5	54	30	456	841	651		
DEMAND	0	5	55	0	475	855	642		
DEMAND	0	5	55	30	489	819	637		
DEMAND	0	5	56	0	500	822	643		
DEMAND	0	5	56	30	487	851	646		
DEMAND	0	5	57	0	468	821	643		
DEMAND	0	5	57	30	510	835	632		
DEMAND	0	5	58	0	500	850	646		
DEMAND	0	5	58	30	509	846	619		
DEMAND	0	5	59	0	496	803	629		
DEMAND	0	5	59	30	495	827	621		
DEMAND	0	6	0	0	522	839	632		
DEMAND	0	6	0	30	528	816	649		
DEMAND	0	6	1	0	528	800	623		
DEMAND	0	6	1	30	543	846	640		
DEMAND	0	6	2	0	539	852	637		
DEMAND	0	6	2	30	511	826	613		
DEMAND	0	6	3	0	485	800	626		
DEMAND	0	6	3	30	501	794	619		
DEMAND	0	6	4	0	549	801	623		
DEMAND	0	6	4	30	565	819	631		
DEMAND	0	6	5	0	484	830	621		
DEMAND	0	6	5	30	498	802	620		
DEMAND	0	6	6	0	483	781	619		
DEMAND	0	6	6	30	524	813	620		
DEMAND	0	6	7	0	510	810	625		
DEMAND	0	6	7	30	502	811	618		
DEMAND	0	6	8	0	506	791	621		
DEMAND	0	6	8	30	586	822	613		
DEMAND	0	6	9	0	565	836	637		
DEMAND	0	6	9	30	527	824	615		
DEMAND	0	6	10	0	530	774	613		
DEMAND	0	6	10	30	557	801	617		
DEMAND	0	6	11	0	602	810	616		
DEMAND	0	6	11	30	534	783	592		
DEMAND	0	6	12	0	538	771	593		
DEMAND	0	6	12	30	589	775	610		
DEMAND	0	6	13	0	578	815	628		
DEMAND	0	6	13	30	563	784	587		
DEMAND	0	6	14	0	602	801	592		
DEMAND	0	6	14	30	548	763	599		
DEMAND	0	6	15	0	613	759	604		
DEMAND	0	6	15	30	548	757	583		
DEMAND	0	6	16	0	568	809	602		
DEMAND	0	6	16	30	591	791	585		
DEMAND	0	6	17	0	614	758	591		
DEMAND	0	6	17	30	592	775	623		
DEMAND	0	6	18	0	613	748	614		
DEMAND	0	6	18	30	634	769	574		
DEMAND	0	6	19	0	624	785	598		
DEMAND	0	6	19	30	572	758	598		
DEMAND	0	6	20	0	574	745	577		
DEMAND	0	6	20	30	578	774	590		
DEMAND	0	6	21	0	609	800	593		
DEMAND	0	6	21	30	587	775	598		
DEMAND	0	6	22	0	617	765	584		
DEMAND	0	6	22	30	634	761	580		
DEMAND	0	6	23	0	594	786	579		
DEMAND	0	6	23	30	623	740	567		
DEMAND	0	6	24	0	659	743	595		
DEMAND	0	6	24	30	667	781	560		
DEMAND	0	6	25	0	651	770	590		
DEMAND	0	6	25	30	663	746	576		
DEMAND	0	6	26	0	638	783	585		
DEMAND	0	6	26	30	652	752	586		
DEMAND	0	6	27	0	595	777	582		
DEMAND	0	6	27	30	671	728	554		
DEMAND	0	6	28	0	639	780	578		
DEMAND	0	6	28	30	683	734	554		
DEMAND	0	6	29	0	622	745	584		
DEMAND	0	6	29	30	668	761	571		
DEMAND	0	6	30	0	634	730	550		
DEMAND	0	6	30	30	701	745	583		
DEMAND	0	6	31	0	729	747	538		
DEMAND	0	6	31	30	640	721	570		
DEMAND	0	6	32	0	662	775	554		
DEMAND	0	6	32	30	676	718	553		
DEMAND	0	6	33	0	724	753	555		
DEMAND	0	6	33	30	653	724	557		
DEMAND	0	6	34	0	751	761	561		
DEMAND	0	6	34	30	732	720	556		
DEMAND	0	6	35	0	661	758	560		
DEMAND	0	6	35	30	668	735	547		
DEMAND	0	6	36	0	699	760	547		
DEMAND	0	6	36	30	726	706	554		
DEMAND	0	6	37	0	705	706	535		
DEMAND	0	6	37	30	708	751	554		
DEMAND	0	6	38	0	681	711	530		
DEMAND	0	6	38	30	686	718	565		
DEMAND	0	6	39	0	754	726	517		
DEMAND	0	6	39	30	753	724	543		
DEMAND	0	6	40	0	674	735	533		
DEMAND	0	6	40	30	748	727	535		
DEMAND	0	6	41	0	686	728	546		
DEMAND	0	6	41	30	773	737	533		
DEMAND	0	6	42	0	778	742	523		
DEMAND	0	6	42	30	699	708	505		
DEMAND	0	6	43	0	757	723	499		
DEMAND	0	6	43	30	823	705	513		
DEMAND	0	6	44	0	765	703	522		
DEMAND	0	6	44	30	803	723	519		
DEMAND	0	6	45	0	726	707	526		
DEMAND	0	6	45	30	795	719	525		
DEMAND	0	6	46	0	749	689	529		
DEMAND	0	6	46	30	811	734	527		
DEMAND	0	6	47	0	746	720	498		
DEMAND	0	6	47	30	787	694	493		
DEMAND	0	6	48	0	719	702	515		
DEMAND	0	6	48	30	799	714	529		
DEMAND	0	6	49	0	738	718	524		
DEMAND	0	6	49	30	834	691	509		
DEMAND	0	6	50	0	837	727	507		
DEMAND	0	6	50	30	801	683	494		
DEMAND	0	6	51	0	842	713	476		
DEMAND	0	6	51	30	776	674	491		
DEMAND	0	6	52	0	845	695	473		
DEMAND	0	6	52	30	746	696	507		
DEMAND	0	6	53	0	805	689	509		
DEMAND	0	6	53	30	819	685	517		
DEMAND	0	6	54	0	852	713	507		
DEMAND	0	6	54	30	812	680	507		
DEMAND	0	6	55	0	806	674	497		
DEMAND	0	6	55	30	857	688	486		
DEMAND	0	6	56	0	865	694	503		
DEMAND	0	6	56	30	853	690	506		
DEMAND	0	6	57	0	842	685	489		
DEMAND	0	6	57	30	838	684	500		
DEMAND	0	6	58	0	823	661	461		
DEMAND	0	6	58	30	782	678	486		
DEMAND	0	6	59	0	848	677	466		
DEMAND	0	6	59	30	869	695	456		
DEMAND	0	7	0	0	871	656	494		
DEMAND	0	7	0	30	866	690	481		
DEMAND	0	7	1	0	834	701	466		
DEMAND	0	7	1	30	848	674	464		
DEMAND	0	7	2	0	887	655	482		
DEMAND	0	7	2	30	879	691	490		
DEMAND	0	7	3	0	879	652	458		
DEMAND	0	7	3	30	904	688	451		
DEMAND	0	7	4	0	834	663	458		
DEMAND	0	7	4	30	897	657	468		
DEMAND	0	7	5	0	941	658	460		
DEMAND	0	7	5	30	919	664	466		
DEMAND	0	7	6	0	890	668	456		
DEMAND	0	7	6	30	828	669	440		
DEMAND	0	7	7	0	922	655	472		
DEMAND	0	7	7	30	900	655	454		
DEMAND	0	7	8	0	911	660	413		
DEMAND	0	7	8	30	882	644	448		
DEMAND	0	7	9	0	960	640	462		
DEMAND	0	7	9	30	852	669	439		
DEMAND	0	7	10	0	954	674	418		
DEMAND	0	7	10	30	857	651	426		
DEMAND	0	7	11	0	954	651	430		
DEMAND	0	7	11	30	921	651	404		
DEMAND	0	7	12	0	993	640	433		
DEMAND	0	7	12	30	868	652	420		
DEMAND	0	7	13	0	963	637	441		
DEMAND	0	7	13	30	907	636	442		
DEMAND	0	7	14	0	902	658	397		
DEMAND	0	7	14	30	961	652	406		
DEMAND	0	7	15	0	948	668	403		
DEMAND	0	7	15	30	988	651	447		
DEMAND	0	7	16	0	964	638	442		
DEMAND	0	7	16	30	966	656	417		
DEMAND	0	7	17	0	935	666	407		
DEMAND	0	7	17	30	1005	639	439		
DEMAND	0	7	18	0	989	634	389		
DEMAND	0	7	18	30	995	658	437		
DEMAND	0	7	19	0	922	651	426		
DEMAND	0	7	19	30	925	648	431		
DEMAND	0	7	20	0	968	631	408		
DEMAND	0	7	20	30	956	662	382		
DEMAND	0	7	21	0	992	644	417		
DEMAND	0	7	21	30	955	634	406		
DEMAND	0	7	22	0	1025	637	381		
DEMAND	0	7	22	30	1052	644	374		
DEMAND	0	7	23	0	1027	637	393		
DEMAND	0	7	23	30	941	633	381		
DEMAND	0	7	24	0	1050	634	374		
DEMAND	0	7	24	30	1023	632	418		
DEMAND	0	7	25	0	999	644	364		
DEMAND	0	7	25	30	983	638	409		
DEMAND	0	7	26	0	1055	632	374		
DEMAND	0	7	26	30	976	625	394		
DEMAND	0	7	27	0	1017	628	414		
DEMAND	0	7	27	30	1007	635	385		
DEMAND	0	7	28	0	1050	633	402		
DEMAND	0	7	28	30	1061	629	418		
DEMAND	0	7	29	0	1045	625	361		
DEMAND	0	7	29	30	1048	616	352		
DEMAND	0	7	30	0	1013	625	385		
DEMAND	0	7	30	30	1001	629	389		
DEMAND	0	7	31	0	1020	623	399		
DEMAND	0	7	31	30	1029	629	390		
DEMAND	0	7	32	0	1054	631	368		
DEMAND	0	7	32	30	1078	621	377		
DEMAND	0	7	33	0	1005	630	375		
DEMAND	0	7	33	30	1081	624	367		
DEMAND	0	7	34	0	1080	626	388		
DEMAND	0	7	34	30	1092	619	360		
DEMAND	0	7	35	0	1033	627	343		
DEMAND	0	7	35	30	1055	624	368		
DEMAND	0	7	36	0	1063	625	360		
DEMAND	0	7	36	30	1087	625	351		
DEMAND	0	7	37	0	1080	609	342		
DEMAND	0	7	37	30	1038	619	367		
DEMAND	0	7	38	0	1064	610	363		
DEMAND	0	7	38	30	1075	606	331		
DEMAND	0	7	39	0	1096	613	332		
DEMAND	0	7	39	30	1100	616	343		
DEMAND	0	7	40	0	1130	621	338		
DEMAND	0	7	40	30	1134	626	338		
DEMAND	0	7	41	0	1100	603	312		
DEMAND	0	7	41	30	1131	624	327		
DEMAND	0	7	42	0	1110	609	351		
DEMAND	0	7	42	30	1130	609	332		
DEMAND	0	7	43	0	1123	607	347		
DEMAND	0	7	43	30	1137	610	302		
DEMAND	0	7	44	0	1139	617	354		
DEMAND	0	7	44	30	1162	608	340		
DEMAND	0	7	45	0	1127	608	348		
DEMAND	0	7	45	30	1131	605	333		
DEMAND	0	7	46	0	1123	617	331		
DEMAND	0	7	46	30	1167	617	362		
DEMAND	0	7	47	0	1111	613	313		
DEMAND	0	7	47	30	1185	613	325		
DEMAND	0	7	48	0	1121	603	335		
DEMAND	0	7	48	30	1193	604	328		
DEMAND	0	7	49	0	1150	607	320		
DEMAND	0	7	49	30	1138	615	313		
DEMAND	0	7	50	0	1102	613	298		
DEMAND	0	7	50	30	1134	607	300		
DEMAND	0	7	51	0	1188	609	317		
DEMAND	0	7	51	30	1186	611	299		
DEMAND	0	7	52	0	1154	599	332		
DEMAND	0	7	52	30	1136	615	284		
DEMAND	0	7	53	0	1147	607	330		
DEMAND	0	7	53	30	1186	610	279		
DEMAND	0	7	54	0	1169	604	316		
DEMAND	0	7	54	30	1164	601	337		
DEMAND	0	7	55	0	1190	603	316		
DEMAND	0	7	55	30	1173	606	270		
DEMAND	0	7	56	0	1232	615	289		
DEMAND	0	7	56	30	1212	608	300		
DEMAND	0	7	57	0	1185	607	297		
DEMAND	0	7	57	30	1219	613	299		
DEMAND	0	7	58	0	1209	595	274		
DEMAND	0	7	58	30	1201	607	299		
DEMAND	0	7	59	0	1188	608	303		
DEMAND	0	7	59	30	1196	598	305		
DEMAND	0	8	0	0	1212	607	282		
DEMAND	0	8	0	30	1211	606	308		
DEMAND	0	8	1	0	1228	609	269		
DEMAND	0	8	1	30	1204	593	265		
DEMAND	0	8	2	0	1246	598	292		
DEMAND	0	8	2	30	1214	604	289		
DEMAND	0	8	3	0	1205	600	301		
DEMAND	0	8	3	30	1199	598	292		
DEMAND	0	8	4	0	1248	591	277		
DEMAND	0	8	4	30	1243	593	259		
DEMAND	0	8	5	0	1203	615	286		
DEMAND	0	8	5	30	1247	605	254		
DEMAND	0	8	6	0	1235	598	261		
DEMAND	0	8	6	30	1233	598	273		
DEMAND	0	8	7	0	1205	599	286		
DEMAND	0	8	7	30	1230	591	235		
DEMAND	0	8	8	0	1259	609	261		
DEMAND	0	8	8	30	1235	607	280		
DEMAND	0	8	9	0	1230	611	284		
DEMAND	0	8	9	30	1245	596	286		
DEMAND	0	8	10	0	1264	601	262		
DEMAND	0	8	10	30	1243	595	255		
DEMAND	0	8	11	0	1255	607	270		
DEMAND	0	8	11	30	1267	599	257		
DEMAND	0	8	12	0	1269	603	266		
DEMAND	0	8	12	30	1258	597	254		
DEMAND	0	8	13	0	1286	607	281		
DEMAND	0	8	13	30	1220	610	275		
DEMAND	0	8	14	0	1281	606	246		
DEMAND	0	8	14	30	1263	596	241		
DEMAND	0	8	15	0	1245	604	275		
DEMAND	0	8	15	30	1282	594	247		
DEMAND	0	8	16	0	1286	603	263		
DEMAND	0	8	16	30	1248	606	282		
DEMAND	0	8	17	0	1261	598	249		
DEMAND	0	8	17	30	1279	608	240		
DEMAND	0	8	18	0	1274	602	288		
DEMAND	0	8	18	30	1245	612	284		
DEMAND	0	8	19	0	1306	598	279		
DEMAND	0	8	19	30	1313	600	253		
DEMAND	0	8	20	0	1262	607	266		
DEMAND	0	8	20	30	1270	604	278		
DEMAND	0	8	21	0	1299	594	284		
DEMAND	0	8	21	30	1285	605	268		
DEMAND	0	8	22	0	1276	597	273		
DEMAND	0	8	22	30	1302	595	274		
DEMAND	0	8	23	0	1305	602	253		
DEMAND	0	8	23	30	1336	600	261		
DEMAND	0	8	24	0	1265	605	262		
DEMAND	0	8	24	30	1297	585	255		
DEMAND	0	8	25	0	1329	602	276		
DEMAND	0	8	25	30	1319	602	246		
DEMAND	0	8	26	0	1285	612	267		
DEMAND	0	8	26	30	1329	604	251		
DEMAND	0	8	27	0	1319	596	284		
DEMAND	0	8	27	30	1308	596	271		
DEMAND	0	8	28	0	1331	606	268		
DEMAND	0	8	28	30	1352	586	286		
DEMAND	0	8	29	0	1279	595	300		
DEMAND	0	8	29	30	1336	619	274		
DEMAND	0	8	30	0	1309	608	272		
DEMAND	0	8	30	30	1332	620	266		
DEMAND	0	8	31	0	1320	616	274		
DEMAND	0	8	31	30	1338	610	253		
DEMAND	0	8	32	0	1317	607	297		
DEMAND	0	8	32	30	1357	621	258		
DEMAND	0	8	33	0	1331	599	308		
DEMAND	0	8	33	30	1339	604	268		
DEMAND	0	8	34	0	1339	586	292		
DEMAND	0	8	34	30	1338	623	277		
DEMAND	0	8	35	0	1343	599	276		
DEMAND	0	8	35	30	1347	605	261		
DEMAND	0	8	36	0	1348	614	269		
DEMAND	0	8	36	30	1363	629	274		
DEMAND	0	8	37	0	1346	604	286		
DEMAND	0	8	37	30	1340	613	269		
DEMAND	0	8	38	0	1368	609	272		
DEMAND	0	8	38	30	1357	595	295		
DEMAND	0	8	39	0	1358	608	264		
DEMAND	0	8	39	30	1361	618	275		
DEMAND	0	8	40	0	1369	591	293		
DEMAND	0	8	40	30	1384	604	283		
DEMAND	0	8	41	0	1345	635	267		
DEMAND	0	8	41	30	1370	610	274		
DEMAND	0	8	42	0	1354	617	282		
DEMAND	0	8	42	30	1373	634	259		
DEMAND	0	8	43	0	1362	590	280		
DEMAND	0	8	43	30	1363	630	285		
DEMAND	0	8	44	0	1364	593	267		
DEMAND	0	8	44	30	1379	611	281		
DEMAND	0	8	45	0	1349	622	285		
DEMAND	0	8	45	30	1369	605	289		
DEMAND	0	8	46	0	1373	627	302		
DEMAND	0	8	46	30	1364	624	296		
DEMAND	0	8	47	0	1392	603	293		
DEMAND	0	8	47	30	1356	624	283		
DEMAND	0	8	48	0	1373	619	289		
DEMAND	0	8	48	30	1390	614	279		
DEMAND	0	8	49	0	1388	631	270		
DEMAND	0	8	49	30	1367	609	255		
DEMAND	0	8	50	0	1385	634	274		
DEMAND	0	8	50	30	1401	611	282		
DEMAND	0	8	51	0	1386	629	297		
DEMAND	0	8	51	30	1401	613	289		
DEMAND	0	8	52	0	1401	624	257		
DEMAND	0	8	52	30	1399	624	288		
DEMAND	0	8	53	0	1376	634	242		
DEMAND	0	8	53	30	1395	656	297		
DEMAND	0	8	54	0	1371	623	294		
DEMAND	0	8	54	30	1388	619	282		
DEMAND	0	8	55	0	1392	630	277		
DEMAND	0	8	55	30	1412	627	292		
DEMAND	0	8	56	0	1374	603	311		
DEMAND	0	8	56	30	1380	633	280		
DEMAND	0	8	57	0	1412	628	271		
DEMAND	0	8	57	30	1389	617	290		
DEMAND	0	8	58	0	1403	648	285		
DEMAND	0	8	58	30	1405	637	280		
DEMAND	0	8	59	0	1395	655	291		
DEMAND	0	8	59	30	1391	641	274		
DEMAND	0	9	0	0	1405	623	283		
DEMAND	0	9	0	30	1404	636	276		
DEMAND	0	9	1	0	1416	614	266		
DEMAND	0	9	1	30	1386	637	272		
DEMAND	0	9	2	0	1392	635	301		
DEMAND	0	9	2	30	1399	656	284		
DEMAND	0	9	3	0	1390	629	293		
DEMAND	0	9	3	30	1421	655	266		
DEMAND	0	9	4	0	1428	634	282		
DEMAND	0	9	4	30	1415	651	305		
DEMAND	0	9	5	0	1417	646	263		
DEMAND	0	9	5	30	1405	663	266		
DEMAND	0	9	6	0	1402	638	281		
DEMAND	0	9	6	30	1413	641	255		
DEMAND	0	9	7	0	1410	627	276		
DEMAND	0	9	7	30	1395	648	254		
DEMAND	0	9	8	0	1433	628	279		
DEMAND	0	9	8	30	1416	649	272		
DEMAND	0	9	9	0	1398	653	284		
DEMAND	0	9	9	30	1402	672	253		
DEMAND	0	9	10	0	1411	658	265		
DEMAND	0	9	10	30	1405	672	272		
DEMAND	0	9	11	0	1417	634	271		
DEMAND	0	9	11	30	1414	638	260		
DEMAND	0	9	12	0	1428	627	253		
DEMAND	0	9	12	30	1407	665	271		
DEMAND	0	9	13	0	1399	678	252		
DEMAND	0	9	13	30	1400	644	286		
DEMAND	0	9	14	0	1419	685	245		
DEMAND	0	9	14	30	1426	635	282		
DEMAND	0	9	15	0	1440	669	272		
DEMAND	0	9	15	30	1393	634	244		
DEMAND	0	9	16	0	1406	635	266		
DEMAND	0	9	16	30	1412	671	246		
DEMAND	0	9	17	0	1441	696	247		
DEMAND	0	9	17	30	1395	653	266		
DEMAND	0	9	18	0	1409	665	266		
DEMAND	0	9	18	30	1418	672	268		
DEMAND	0	9	19	0	1398	682	236		
DEMAND	0	9	19	30	1422	674	253		
DEMAND	0	9	20	0	1394	643	264		
DEMAND	0	9	20	30	1422	662	229		
DEMAND	0	9	21	0	1401	690	243		
DEMAND	0	9	21	30	1420	653	237		
DEMAND	0	9	22	0	1419	697	226		
DEMAND	0	9	22	30	1392	639	237		
DEMAND	0	9	23	0	1414	686	252		
DEMAND	0	9	23	30	1396	695	233		
DEMAND	0	9	24	0	1428	650	255		
DEMAND	0	9	24	30	1409	661	243		
DEMAND	0	9	25	0	1387	643	235		
DEMAND	0	9	25	30	1421	695	227		
DEMAND	0	9	26	0	1422	679	229		
DEMAND	0	9	26	30	1429	694	226		
DEMAND	0	9	27	0	1436	660	238		
DEMAND	0	9	27	30	1413	670	229		
DEMAND	0	9	28	0	1415	687	231		
DEMAND	0	9	28	30	1442	678	212		
DEMAND	0	9	29	0	1411	657	231		
DEMAND	0	9	29	30	1400	692	228		
DEMAND	0	9	30	0	1430	653	236		
DEMAND	0	9	30	30	1416	653	222		
DEMAND	0	9	31	0	1417	654	223		
DEMAND	0	9	31	30	1420	677	223		
DEMAND	0	9	32	0	1413	711	226		
DEMAND	0	9	32	30	1438	666	214		
DEMAND	0	9	33	0	1412	682	213		
DEMAND	0	9	33	30	1415	699	227		
DEMAND	0	9	34	0	1408	658	229		
DEMAND	0	9	34	30	1398	713	221		
DEMAND	0	9	35	0	1394	679	203		
DEMAND	0	9	35	30	1404	698	196		
DEMAND	0	9	36	0	1409	662	196		
DEMAND	0	9	36	30	1427	710	198		
DEMAND	0	9	37	0	1406	670	205		
DEMAND	0	9	37	30	1426	708	210		
DEMAND	0	9	38	0	1390	713	197		
DEMAND	0	9	38	30	1429	683	215		
DEMAND	0	9	39	0	1378	701	221		
DEMAND	0	9	39	30	1403	703	203		
DEMAND	0	9	40	0	1425	713	193		
DEMAND	0	9	40	30	1416	712	189		
DEMAND	0	9	41	0	1390	694	196		
DEMAND	0	9	41	30	1434	697	189		
DEMAND	0	9	42	0	1378	721	200		
DEMAND	0	9	42	30	1418	699	196		
DEMAND	0	9	43	0	1409	713	202		
DEMAND	0	9	43	30	1410	700	211		
DEMAND	0	9	44	0	1429	689	188		
DEMAND	0	9	44	30	1398	698	185		
DEMAND	0	9	45	0	1388	713	193		
DEMAND	0	9	45	30	1433	731	204		
DEMAND	0	9	46	0	1427	699	200		
DEMAND	0	9	46	30	1417	717	187		
DEMAND	0	9	47	0	1426	705	198		
DEMAND	0	9	47	30	1415	719	185		
DEMAND	0	9	48	0	1386	725	214		
DEMAND	0	9	48	30	1405	709	165		
DEMAND	0	9	49	0	1420	709	188		
DEMAND	0	9	49	30	1386	723	173		
DEMAND	0	9	50	0	1419	723	180		
DEMAND	0	9	50	30	1409	707	184		
DEMAND	0	9	51	0	1365	705	186		
DEMAND	0	9	51	30	1389	730	183		
DEMAND	0	9	52	0	1402	721	196		
DEMAND	0	9	52	30	1384	743	174		
DEMAND	0	9	53	0	1403	710	191		
DEMAND	0	9	53	30	1416	712	181		
DEMAND	0	9	54	0	1416	752	180		
DEMAND	0	9	54	30	1384	711	171		
DEMAND	0	9	55	0	1378	724	172		
DEMAND	0	9	55	30	1393	698	157		
DEMAND	0	9	56	0	1371	751	175		
DEMAND	0	9	56	30	1406	748	177		
DEMAND	0	9	57	0	1358	729	175		
DEMAND	0	9	57	30	1364	737	169		
DEMAND	0	9	58	0	1404	736	180		
DEMAND	0	9	58	30	1407	748	176		
DEMAND	0	9	59	0	1402	728	154		
DEMAND	0	9	59	30	1404	732	158		
DEMAND	0	10	0	0	1400	762	187		
DEMAND	0	10	0	30	1381	749	142		
DEMAND	0	10	1	0	1405	713	150		
DEMAND	0	10	1	30	1386	728	141		
DEMAND	0	10	2	0	1415	717	160		
DEMAND	0	10	2	30	1390	771	141		
DEMAND	0	10	3	0	1391	767	159		
DEMAND	0	10	3	30	1392	763	156		
DEMAND	0	10	4	0	1396	747	169		
DEMAND	0	10	4	30	1365	765	182		
DEMAND	0	10	5	0	1362	756	142		
DEMAND	0	10	5	30	1351	761	173		
DEMAND	0	10	6	0	1343	731	137		
DEMAND	0	10	6	30	1367	742	142		
DEMAND	0	10	7	0	1379	733	147		
DEMAND	0	10	7	30	1363	756	155		
DEMAND	0	10	8	0	1323	766	173		
DEMAND	0	10	8	30	1318	759	147		
DEMAND	0	10	9	0	1382	779	164		
DEMAND	0	10	9	30	1376	745	152		
DEMAND	0	10	10	0	1330	739	147		
DEMAND	0	10	10	30	1402	766	173		
DEMAND	0	10	11	0	1369	782	141		
DEMAND	0	10	11	30	1349	749	135		
DEMAND	0	10	12	0	1330	761	171		
DEMAND	0	10	12	30	1390	757	152		
DEMAND	0	10	13	0	1357	790	168		
DEMAND	0	10	13	30	1334	750	141		
DEMAND	0	10	14	0	1345	774	144		
DEMAND	0	10	14	30	1298	779	129		
DEMAND	0	10	15	0	1347	763	146		
DEMAND	0	10	15	30	1331	754	144		
DEMAND	0	10	16	0	1358	778	142		
DEMAND	0	10	16	30	1347	755	148		
DEMAND	0	10	17	0	1313	751	142		
DEMAND	0	10	17	30	1320	760	140		
DEMAND	0	10	18	0	1308	773	129		
DEMAND	0	10	18	30	1319	737	144		
DEMAND	0	10	19	0	1295	736	153		
DEMAND	0	10	19	30	1342	745	161		
DEMAND	0	10	20	0	1304	799	154		
DEMAND	0	10	20	30	1380	755	161		
DEMAND	0	10	21	0	1355	785	157		
DEMAND	0	10	21	30	1286	748	166		
DEMAND	0	10	22	0	1323	796	161		
DEMAND	0	10	22	30	1330	791	145		
DEMAND	0	10	23	0	1359	791	143		
DEMAND	0	10	23	30	1319	800	146		
DEMAND	0	10	24	0	1313	790	146		
DEMAND	0	10	24	30	1287	783	140		
DEMAND	0	10	25	0	1350	800	151		
DEMAND	0	10	25	30	1318	807	152		
DEMAND	0	10	26	0	1300	803	151		
DEMAND	0	10	26	30	1291	791	142		
DEMAND	0	10	27	0	1271	751	161		
DEMAND	0	10	27	30	1351	783	135		
DEMAND	0	10	28	0	1346	777	173		
DEMAND	0	10	28	30	1294	803	131		
DEMAND	0	10	29	0	1337	818	150		
DEMAND	0	10	29	30	1357	794	142		
DEMAND	0	10	30	0	1352	796	140		
DEMAND	0	10	30	30	1323	780	144		
DEMAND	0	10	31	0	1316	794	131		
DEMAND	0	10	31	30	1324	794	160		
DEMAND	0	10	32	0	1269	762	146		
DEMAND	0	10	32	30	1311	777	162		
DEMAND	0	10	33	0	1303	802	133		
DEMAND	0	10	33	30	1270	788	121		
DEMAND	0	10	34	0	1258	779	135		
DEMAND	0	10	34	30	1281	775	130		
DEMAND	0	10	35	0	1299	769	134		
DEMAND	0	10	35	30	1303	814	156		
DEMAND	0	10	36	0	1241	804	117		
DEMAND	0	10	36	30	1330	790	122		
DEMAND	0	10	37	0	1228	770	116		
DEMAND	0	10	37	30	1315	771	113		
DEMAND	0	10	38	0	1286	794	149		
DEMAND	0	10	38	30	1297	807	143		
DEMAND	0	10	39	0	1266	775	132		
DEMAND	0	10	39	30	1288	799	125		
DEMAND	0	10	40	0	1295	810	138		
DEMAND	0	10	40	30	1313	769	141		
DEMAND	0	10	41	0	1264	826	127		
DEMAND	0	10	41	30	1244	806	131		
DEMAND	0	10	42	0	1219	816	133		
DEMAND	0	10	42	30	1242	803	129		
DEMAND	0	10	43	0	1242	810	128		
DEMAND	0	10	43	30	1227	803	122		
DEMAND	0	10	44	0	1261	802	119		
DEMAND	0	10	44	30	1217	784	137		
DEMAND	0	10	45	0	1262	800	112		
DEMAND	0	10	45	30	1294	813	139		
DEMAND	0	10	46	0	1246	800	118		
DEMAND	0	10	46	30	1212	800	153		
DEMAND	0	10	47	0	1204	792	134		
DEMAND	0	10	47	30	1211	783	139		
DEMAND	0	10	48	0	1253	815	128		
DEMAND	0	10	48	30	1267	795	133		
DEMAND	0	10	49	0	1276	797	130		
