

Successful end at 113-04-02 13:33:16
Day,Time, dmd.NA, dmd.EU, dmd.AP, dmd.tot, w.NA, w.EU, w.AP, j.NA, j.EU, j.AP, d.NA, d.EU, d.AP, maxrev, rev, costs, profit, %profit, totpft, %totpft, dist.w.NA, dist.w.EU, dist.w.AP, dist.j.NA, dist.j.EU, dist.j.AP, dist.d.NA, dist.d.EU, dist.d.AP, dist.tot, con.w.NA, con.w.EU, con.w.AP, con.j.NA, con.j.EU, con.j.AP, con.d.NA, con.d.EU, con.d.AP 
MON,05:17:00,316,943,679,1938,2,6,4,1,2,2,0,2,0,174,156,96,60,34.48,22584,27.85,316,943,679,316,943,679,0,1743,0,1743,0,0,0,0,0,0,0,0,0
MON,05:17:30,347,898,692,1937,2,6,4,1,2,2,0,2,0,174,156,96,60,34.48,22644,27.86,347,898,692,347,898,692,0,1742,0,1742,0,0,0,0,0,0,0,0,0
MON,05:18:00,318,936,699,1953,2,6,4,1,2,2,0,2,0,175,158,96,62,35.43,22706,27.88,318,936,699,318,936,699,0,1757,0,1757,0,0,0,0,0,0,0,0,0
MON,05:18:30,313,944,689,1946,2,6,4,1,2,2,0,2,0,175,157,96,61,34.86,22767,27.89,313,944,689,313,944,689,0,1750,0,1750,0,0,0,0,0,0,0,0,0
MON,05:19:00,323,944,677,1944,2,6,4,1,2,2,0,2,0,174,157,96,61,35.06,22828,27.91,323,944,677,323,944,677,0,1748,0,1748,0,0,0,0,0,0,0,0,0
MON,05:19:30,328,908,701,1937,2,6,4,1,2,2,0,2,0,174,156,96,60,34.48,22888,27.92,328,908,701,328,908,701,0,1742,0,1742,0,0,0,0,0,0,0,0,0
MON,05:20:00,341,932,692,1965,2,6,4,1,2,2,0,2,0,176,158,96,62,35.23,22950,27.94,341,932,692,341,932,692,0,1766,0,1766,0,0,0,0,0,0,0,0,0
MON,05:20:30,340,929,690,1959,2,6,4,1,2,2,0,2,0,176,158,96,62,35.23,23012,27.95,340,929,690,340,929,690,0,1763,0,1763,0,0,0,0,0,0,0,0,0
MON,05:21:00,347,889,683,1919,2,6,4,1,2,2,0,2,0,172,155,96,59,34.30,23071,27.97,347,889,683,347,889,683,0,1726,0,1726,0,0,0,0,0,0,0,0,0
MON,05:21:30,353,885,686,1924,2,6,4,1,2,2,0,2,0,173,155,96,59,34.10,23130,27.98,353,885,686,353,885,686,0,1730,0,1730,0,0,0,0,0,0,0,0,0
MON,05:22:00,324,927,680,1931,2,6,4,1,2,2,0,2,0,173,156,96,60,34.68,23190,27.99,324,927,680,324,927,680,0,1737,0,1737,0,0,0,0,0,0,0,0,0
MON,05:22:30,342,916,703,1961,2,6,4,1,2,2,0,2,0,176,158,96,62,35.23,23252,28.01,342,916,703,342,916,703,0,1763,0,1763,0,0,0,0,0,0,0,0,0
MON,05:23:00,363,934,689,1986,2,6,4,1,2,2,0,2,0,178,157,96,61,34.27,23313,28.02,363,934,689,326,934,689,0,1753,0,1753,0,0,0,0,0,0,0,0,0
MON,05:23:30,319,889,692,1900,2,6,4,1,2,2,0,2,0,171,153,96,57,33.33,23370,28.03,319,889,692,319,889,692,0,1709,0,1709,0,0,0,0,0,0,0,0,0
MON,05:24:00,351,877,690,1918,2,6,4,1,2,2,0,2,0,172,155,96,59,34.30,23429,28.04,351,877,690,351,877,690,0,1725,0,1725,0,0,0,0,0,0,0,0,0
MON,05:24:30,355,929,689,1973,2,6,4,1,2,2,0,2,0,177,159,96,63,35.59,23492,28.06,355,929,689,355,929,689,0,1775,0,1775,0,0,0,0,0,0,0,0,0
MON,05:25:00,348,934,687,1969,2,6,4,1,2,2,0,2,0,177,159,96,63,35.59,23555,28.08,348,934,687,348,934,687,0,1771,0,1771,0,0,0,0,0,0,0,0,0
MON,05:25:30,343,908,697,1948,2,6,4,1,2,2,0,2,0,175,157,96,61,34.86,23616,28.09,343,908,697,343,908,697,0,1752,0,1752,0,0,0,0,0,0,0,0,0
MON,05:26:00,355,886,672,1913,2,6,4,1,2,2,0,2,0,172,154,96,58,33.72,23674,28.10,355,886,672,355,886,672,0,1720,0,1720,0,0,0,0,0,0,0,0,0
MON,05:26:30,363,906,695,1964,2,6,4,1,2,2,0,2,0,176,155,96,59,33.52,23733,28.11,363,906,695,326,906,695,0,1733,0,1733,0,0,0,0,0,0,0,0,0
MON,05:27:00,360,913,694,1967,2,6,4,1,2,2,0,2,0,177,159,96,63,35.59,23796,28.13,360,913,694,360,913,694,0,1769,0,1769,0,0,0,0,0,0,0,0,0
MON,05:27:30,353,912,678,1943,2,6,4,1,2,2,0,2,0,174,157,96,61,35.06,23857,28.14,353,912,678,353,912,678,0,1747,0,1747,0,0,0,0,0,0,0,0,0
MON,05:28:00,349,912,682,1943,2,6,4,1,2,2,0,2,0,174,157,96,61,35.06,23918,28.16,349,912,682,349,912,682,0,1747,0,1747,0,0,0,0,0,0,0,0,0
MON,05:28:30,352,876,675,1903,2,6,4,1,2,2,0,2,0,171,153,96,57,33.33,23975,28.17,352,876,675,352,876,675,0,1711,0,1711,0,0,0,0,0,0,0,0,0
MON,05:29:00,347,905,687,1939,2,6,4,1,2,2,0,2,0,174,156,96,60,34.48,24035,28.18,347,905,687,347,905,687,0,1744,0,1744,0,0,0,0,0,0,0,0,0
MON,05:29:30,355,885,677,1917,2,6,4,1,2,2,0,2,0,172,155,96,59,34.30,24094,28.19,355,885,677,355,885,677,0,1724,0,1724,0,0,0,0,0,0,0,0,0
MON,05:30:00,386,899,672,1957,2,6,4,1,2,2,0,2,0,176,155,96,59,33.52,24153,28.20,386,899,672,347,899,672,0,1725,0,1725,0,0,0,0,0,0,0,0,0
MON,05:30:30,393,896,674,1963,2,6,4,1,2,2,0,2,0,176,155,96,59,33.52,24212,28.22,393,896,674,353,896,674,0,1729,0,1729,0,0,0,0,0,0,0,0,0
MON,05:31:00,364,902,678,1944,2,6,4,1,2,2,0,2,0,174,154,96,58,33.33,24270,28.23,364,902,678,327,902,678,0,1715,0,1715,0,0,0,0,0,0,0,0,0
MON,05:31:30,406,873,684,1963,2,6,4,1,2,2,0,2,0,176,155,96,59,33.52,24329,28.24,400,877,684,360,877,684,0,1728,0,1728,0,0,0,0,0,0,0,0,0
MON,05:32:00,370,899,680,1949,2,6,4,1,2,2,0,2,0,175,154,96,58,33.14,24387,28.25,370,899,680,333,899,680,0,1720,0,1720,0,0,0,0,0,0,0,0,0
MON,05:32:30,398,924,682,2004,2,6,4,1,2,2,0,2,0,180,158,96,62,34.44,24449,28.26,398,924,682,358,924,682,0,1766,0,1766,0,0,0,0,0,0,0,0,0
MON,05:33:00,403,870,666,1939,2,6,4,1,2,2,0,2,0,174,153,96,57,32.76,24506,28.27,400,872,666,360,872,666,0,1707,0,1707,0,0,0,0,0,0,0,0,0
MON,05:33:30,392,913,688,1993,2,5,4,1,2,2,0,2,0,179,150,93,57,31.84,24563,28.28,392,913,688,352,821,688,0,1673,0,1673,1,-1,0,0,0,0,0,0,0
MON,05:34:00,391,883,662,1936,2,5,4,1,2,2,0,2,0,174,153,93,60,34.48,24623,28.29,391,883,662,351,883,662,0,1704,0,1704,0,0,0,0,0,0,0,0,0
MON,05:34:30,422,884,671,1977,3,5,4,1,2,2,0,2,0,177,156,96,60,33.90,24683,28.30,422,884,671,422,884,671,0,1739,0,1739,0,0,0,0,0,0,0,0,0
MON,05:35:00,402,863,672,1937,3,5,4,1,2,2,0,2,0,174,153,96,57,32.76,24740,28.31,402,863,672,402,863,672,0,1704,0,1704,0,0,0,0,0,0,0,0,0
MON,05:35:30,382,872,679,1933,3,5,4,1,2,2,0,2,0,173,156,96,60,34.68,24800,28.32,382,872,679,382,872,679,0,1738,0,1738,0,0,0,0,0,0,0,0,0
MON,05:36:00,402,868,673,1943,3,5,4,1,2,2,0,2,0,174,153,96,57,32.76,24857,28.33,402,868,673,402,868,673,0,1710,0,1710,0,0,0,0,0,0,0,0,0
MON,05:36:30,378,894,671,1943,3,5,4,1,2,2,0,2,0,174,157,96,61,35.06,24918,28.34,378,894,671,378,894,671,0,1747,0,1747,0,0,0,0,0,0,0,0,0
MON,05:37:00,428,875,668,1971,3,5,4,1,2,2,0,2,0,177,156,96,60,33.90,24978,28.35,428,875,668,428,875,668,0,1734,0,1734,0,0,0,0,0,0,0,0,0
MON,05:37:30,388,878,688,1954,3,5,4,1,2,2,0,2,0,175,158,96,62,35.43,25040,28.37,388,878,688,388,878,688,0,1758,0,1758,0,0,0,0,0,0,0,0,0
MON,05:38:00,382,881,681,1944,3,5,4,1,2,2,0,2,0,174,157,96,61,35.06,25101,28.38,382,881,681,382,881,681,0,1747,0,1747,0,0,0,0,0,0,0,0,0
MON,05:38:30,427,865,670,1962,3,5,4,1,2,2,0,2,0,176,155,96,59,33.52,25160,28.39,427,865,670,427,865,670,0,1726,0,1726,0,0,0,0,0,0,0,0,0
MON,05:39:00,396,896,681,1973,3,5,4,1,2,2,0,2,0,177,159,96,63,35.59,25223,28.41,396,896,681,396,896,681,0,1774,0,1774,0,0,0,0,0,0,0,0,0
MON,05:39:30,414,889,675,1978,3,5,4,1,2,2,0,2,0,178,156,96,60,33.71,25283,28.42,414,889,675,414,889,675,0,1741,0,1741,0,0,0,0,0,0,0,0,0
MON,05:40:00,380,873,680,1933,3,5,4,1,2,2,0,2,0,173,156,96,60,34.68,25343,28.43,380,873,680,380,873,680,0,1739,0,1739,0,0,0,0,0,0,0,0,0
MON,05:40:30,412,873,676,1961,3,5,4,1,2,2,0,2,0,176,155,96,59,33.52,25402,28.44,412,873,676,412,873,676,0,1726,0,1726,0,0,0,0,0,0,0,0,0
MON,05:41:00,420,883,681,1984,3,5,4,1,2,2,0,2,0,178,157,96,61,34.27,25463,28.45,420,883,681,420,883,681,0,1746,0,1746,0,0,0,0,0,0,0,0,0
MON,05:41:30,382,889,671,1942,3,5,4,1,2,2,0,2,0,174,157,96,61,35.06,25524,28.46,382,889,671,382,889,671,0,1746,0,1746,0,0,0,0,0,0,0,0,0
MON,05:42:00,430,887,658,1975,3,5,4,1,2,2,0,2,0,177,156,96,60,33.90,25584,28.47,430,887,658,430,887,658,0,1738,0,1738,0,0,0,0,0,0,0,0,0
MON,05:42:30,421,891,664,1976,3,5,4,1,2,2,0,2,0,177,156,96,60,33.90,25644,28.48,421,891,664,421,891,664,0,1738,0,1738,0,0,0,0,0,0,0,0,0
MON,05:43:00,429,850,679,1958,3,5,4,1,2,2,0,2,0,176,155,96,59,33.52,25703,28.49,429,850,679,429,850,679,0,1723,0,1723,0,0,0,0,0,0,0,0,0
MON,05:43:30,421,879,662,1962,3,5,4,1,2,2,0,2,0,176,155,96,59,33.52,25762,28.50,421,879,662,421,879,662,0,1726,0,1726,0,0,0,0,0,0,0,0,0
MON,05:44:00,396,877,659,1932,3,5,4,1,2,2,0,2,0,173,156,96,60,34.68,25822,28.52,396,877,659,396,877,659,0,1738,0,1738,0,0,0,0,0,0,0,0,0
MON,05:44:30,439,883,670,1992,3,5,4,1,2,2,0,2,0,179,157,96,61,34.08,25883,28.53,439,883,670,439,883,670,0,1752,0,1752,0,0,0,0,0,0,0,0,0
MON,05:45:00,467,848,661,1976,3,5,4,1,2,2,0,2,0,177,156,96,60,33.90,25943,28.54,467,848,661,467,848,661,0,1735,0,1735,0,0,0,0,0,0,0,0,0
MON,05:45:30,472,836,669,1977,3,5,4,1,2,2,0,2,0,177,156,96,60,33.90,26003,28.55,472,836,669,472,836,669,0,1735,0,1735,0,0,0,0,0,0,0,0,0
MON,05:46:00,432,859,654,1945,3,5,4,1,2,2,0,2,0,175,153,96,57,32.57,26060,28.56,432,859,654,432,859,654,0,1710,0,1710,0,0,0,0,0,0,0,0,0
MON,05:46:30,478,873,669,2020,3,5,4,1,2,2,0,2,0,181,159,96,63,34.81,26123,28.57,478,873,669,478,873,669,0,1774,0,1774,0,0,0,0,0,0,0,0,0
MON,05:47:00,445,841,658,1944,3,5,4,1,2,2,0,2,0,174,153,96,57,32.76,26180,28.58,445,841,658,445,841,658,0,1708,0,1708,0,0,0,0,0,0,0,0,0
MON,05:47:30,445,882,652,1979,3,5,4,1,2,2,0,2,0,178,156,96,60,33.71,26240,28.59,445,882,652,445,882,652,0,1739,0,1739,0,0,0,0,0,0,0,0,0
MON,05:48:00,418,846,658,1922,3,5,4,1,2,2,0,2,0,172,152,96,56,32.56,26296,28.59,418,846,658,418,846,658,0,1691,0,1691,0,0,0,0,0,0,0,0,0
MON,05:48:30,465,864,657,1986,3,5,4,1,2,2,0,2,0,178,156,96,60,33.71,26356,28.60,465,864,657,465,864,657,0,1744,0,1744,0,0,0,0,0,0,0,0,0
MON,05:49:00,415,862,650,1927,3,5,4,1,2,2,0,2,0,173,152,96,56,32.37,26412,28.61,415,862,650,415,862,650,0,1695,0,1695,0,0,0,0,0,0,0,0,0
MON,05:49:30,453,854,648,1955,3,5,4,1,2,2,0,2,0,175,154,96,58,33.14,26470,28.62,453,854,648,453,854,648,0,1717,0,1717,0,0,0,0,0,0,0,0,0
MON,05:50:00,427,853,653,1933,3,5,4,1,2,2,0,2,0,173,152,96,56,32.37,26526,28.63,427,853,653,427,853,653,0,1699,0,1699,0,0,0,0,0,0,0,0,0
MON,05:50:30,471,866,641,1978,3,5,4,1,2,2,0,2,0,178,156,96,60,33.71,26586,28.64,471,866,641,471,866,641,0,1735,0,1735,0,0,0,0,0,0,0,0,0
MON,05:51:00,434,822,648,1904,3,5,4,1,2,2,0,2,0,171,150,96,54,31.58,26640,28.64,434,822,648,434,822,648,0,1673,0,1673,0,0,0,0,0,0,0,0,0
MON,05:51:30,446,846,648,1940,3,5,4,1,2,2,0,2,0,174,153,96,57,32.76,26697,28.65,446,846,648,446,846,648,0,1704,0,1704,0,0,0,0,0,0,0,0,0
MON,05:52:00,454,832,663,1949,3,5,4,1,2,2,0,2,0,175,153,96,57,32.57,26754,28.66,454,832,663,454,832,663,0,1711,0,1711,0,0,0,0,0,0,0,0,0
MON,05:52:30,431,822,647,1900,3,5,4,1,2,2,0,2,0,171,150,96,54,31.58,26808,28.66,431,822,647,431,822,647,0,1669,0,1669,0,0,0,0,0,0,0,0,0
MON,05:53:00,480,854,647,1981,3,5,4,1,2,2,0,2,0,178,156,96,60,33.71,26868,28.67,480,854,647,480,854,647,0,1738,0,1738,0,0,0,0,0,0,0,0,0
MON,05:53:30,456,841,635,1932,3,5,4,1,2,2,0,2,0,173,152,96,56,32.37,26924,28.68,456,841,635,456,841,635,0,1696,0,1696,0,0,0,0,0,0,0,0,0
MON,05:54:00,463,864,644,1971,3,5,4,1,2,2,0,2,0,177,155,96,59,33.33,26983,28.69,463,864,644,463,864,644,0,1730,0,1730,0,0,0,0,0,0,0,0,0
MON,05:54:30,456,841,651,1948,3,5,4,1,2,2,0,2,0,175,153,96,57,32.57,27040,28.69,456,841,651,456,841,651,0,1710,0,1710,0,0,0,0,0,0,0,0,0
MON,05:55:00,475,855,642,1972,3,5,4,1,2,2,0,2,0,177,155,96,59,33.33,27099,28.70,475,855,642,475,855,642,0,1730,0,1730,0,0,0,0,0,0,0,0,0
MON,05:55:30,489,819,637,1945,3,5,4,1,2,2,0,2,0,175,153,96,57,32.57,27156,28.71,489,819,637,489,819,637,0,1706,0,1706,0,0,0,0,0,0,0,0,0
MON,05:56:00,500,822,643,1965,3,5,4,1,2,2,0,2,0,176,154,96,58,32.95,27214,28.72,500,822,643,500,822,643,0,1722,0,1722,0,0,0,0,0,0,0,0,0
MON,05:56:30,487,851,646,1984,3,5,4,1,2,2,0,2,0,178,156,96,60,33.71,27274,28.73,487,851,646,487,851,646,0,1740,0,1740,0,0,0,0,0,0,0,0,0
MON,05:57:00,468,821,643,1932,3,5,4,1,2,2,0,2,0,173,152,96,56,32.37,27330,28.73,468,821,643,468,821,643,0,1694,0,1694,0,0,0,0,0,0,0,0,0
MON,05:57:30,510,835,632,1977,3,5,4,1,2,2,0,2,0,177,155,96,59,33.33,27389,28.74,510,835,632,500,844,632,0,1732,0,1732,0,0,0,0,0,0,0,0,0
MON,05:58:00,500,850,646,1996,3,5,4,1,2,2,0,2,0,179,157,96,61,34.08,27450,28.75,500,850,646,500,850,646,0,1751,0,1751,0,0,0,0,0,0,0,0,0
MON,05:58:30,509,846,619,1974,3,5,4,1,2,2,0,2,0,177,155,96,59,33.33,27509,28.76,509,846,619,500,854,619,0,1730,0,1730,0,0,0,0,0,0,0,0,0
MON,05:59:00,496,803,629,1928,3,5,4,1,2,2,0,2,0,173,152,96,56,32.37,27565,28.77,496,803,629,496,803,629,0,1689,0,1689,0,0,0,0,0,0,0,0,0
MON,05:59:30,495,827,621,1943,3,5,4,1,2,2,0,2,0,174,153,96,57,32.76,27622,28.77,495,827,621,495,827,621,0,1702,0,1702,0,0,0,0,0,0,0,0,0
MON,06:00:00,522,839,632,1993,3,5,4,1,2,2,0,2,0,179,157,96,61,34.08,27683,28.78,522,839,632,500,858,632,0,1745,0,1745,0,0,0,0,0,0,0,0,0
MON,06:00:30,528,816,649,1993,3,5,4,1,2,2,0,2,0,179,157,96,61,34.08,27744,28.79,528,816,649,500,841,649,0,1745,0,1745,0,0,0,0,0,0,0,0,0
MON,06:01:00,528,800,623,1951,3,5,4,1,2,2,0,2,0,175,153,96,57,32.57,27801,28.80,528,800,623,500,825,623,0,1707,0,1707,0,0,0,0,0,0,0,0,0
MON,06:01:30,543,846,640,2029,3,5,4,1,2,2,0,2,0,182,155,96,59,32.42,27860,28.81,543,846,640,488,846,640,0,1732,0,1732,0,0,0,0,0,0,0,0,0
MON,06:02:00,539,852,637,2028,3,5,4,1,2,2,0,2,0,182,159,96,63,34.62,27923,28.82,539,852,637,500,887,637,0,1776,0,1776,0,0,0,0,0,0,0,0,0
MON,06:02:30,511,826,613,1950,3,5,4,1,2,2,0,2,0,175,153,96,57,32.57,27980,28.83,511,826,613,500,835,613,0,1707,0,1707,0,0,0,0,0,0,0,0,0
MON,06:03:00,485,800,626,1911,3,5,4,1,2,2,0,2,0,171,157,96,61,35.67,28041,28.84,485,800,626,485,800,626,0,1755,0,1755,0,0,0,0,0,0,0,0,0
MON,06:03:30,501,794,619,1914,3,5,4,1,2,2,0,2,0,172,158,96,62,36.05,28103,28.85,501,794,619,500,794,619,0,1756,0,1756,0,0,0,0,0,0,0,0,0
MON,06:04:00,549,801,623,1973,3,5,4,1,2,2,0,2,0,177,151,96,55,31.07,28158,28.85,549,801,623,494,801,623,0,1679,0,1679,0,0,0,0,0,0,0,0,0
MON,06:04:30,565,819,631,2015,3,5,4,1,2,2,0,2,0,181,154,96,58,32.04,28216,28.86,565,819,631,500,826,631,0,1715,0,1715,0,0,0,0,0,0,0,0,0
MON,06:05:00,484,830,621,1935,3,5,4,1,2,2,0,2,0,174,152,96,56,32.18,28272,28.87,484,830,621,484,830,621,0,1696,0,1696,0,0,0,1,0,0,0,0,0
MON,06:05:30,498,802,620,1920,3,5,4,1,2,2,0,2,0,172,151,96,55,31.98,28327,28.87,498,802,620,498,802,620,0,1682,0,1682,0,0,0,0,0,0,0,0,0
MON,06:06:00,483,781,619,1883,3,5,4,1,2,2,0,2,0,169,155,96,59,34.91,28386,28.88,483,781,619,483,781,619,0,1728,0,1728,0,0,0,0,0,0,0,0,0
MON,06:06:30,524,813,620,1957,3,5,4,1,2,2,0,2,0,176,154,96,58,32.95,28444,28.89,524,813,620,500,834,620,0,1713,0,1713,0,0,0,0,0,0,0,0,0
MON,06:07:00,510,810,625,1945,3,5,4,2,2,2,0,2,0,175,157,102,55,31.43,28499,28.89,510,810,625,510,810,625,0,1750,0,1750,0,0,0,0,0,0,0,0,0
MON,06:07:30,502,811,618,1931,3,5,4,2,2,2,0,2,0,173,156,102,54,31.21,28553,28.90,502,811,618,502,811,618,0,1736,0,1736,0,0,0,0,0,0,0,0,0
MON,06:08:00,506,791,621,1918,3,5,4,2,2,2,0,2,0,172,162,102,60,34.88,28613,28.91,506,791,621,506,791,621,0,1804,0,1804,0,0,0,0,0,0,0,0,0
MON,06:08:30,586,822,613,2021,3,5,4,2,2,2,0,2,0,181,158,102,56,30.94,28669,28.91,586,822,613,527,822,613,0,1764,0,1764,0,0,0,0,0,0,0,0,0
MON,06:09:00,565,836,637,2038,3,5,4,2,2,2,0,2,0,183,160,102,58,31.69,28727,28.92,565,836,637,508,836,637,0,1782,0,1782,0,0,0,0,0,0,0,0,0
MON,06:09:30,527,824,615,1966,3,5,4,2,2,2,0,2,0,176,159,102,57,32.39,28784,28.92,527,824,615,527,824,615,0,1768,0,1768,0,0,0,0,0,0,0,0,0
MON,06:10:00,530,774,613,1917,3,5,4,2,2,2,0,2,0,172,162,102,60,34.88,28844,28.93,530,774,613,530,774,613,0,1802,0,1802,0,0,0,0,0,0,0,0,0
MON,06:10:30,557,801,617,1975,3,5,4,2,2,2,0,2,0,177,155,102,53,29.94,28897,28.93,557,801,617,501,801,617,0,1725,0,1725,0,0,0,0,0,0,0,0,0
MON,06:11:00,602,810,616,2028,3,5,4,2,2,2,0,2,0,182,159,102,57,31.32,28954,28.94,600,811,616,540,811,616,0,1769,0,1769,0,0,0,0,0,0,0,0,0
MON,06:11:30,534,783,592,1909,3,5,4,2,2,2,0,2,0,171,161,102,59,34.50,29013,28.95,534,783,592,534,783,592,0,1795,0,1795,0,0,0,0,0,0,0,0,0
MON,06:12:00,538,771,593,1902,3,5,4,2,2,2,0,2,0,171,160,102,58,33.92,29071,28.96,538,771,593,538,771,593,0,1788,0,1788,0,0,0,0,0,0,0,0,0
MON,06:12:30,589,775,610,1974,3,5,4,2,2,2,0,2,0,177,162,102,60,33.90,29131,28.97,589,775,610,530,775,610,0,1801,0,1801,0,0,0,0,0,0,0,0,0
MON,06:13:00,578,815,628,2021,3,5,4,2,2,2,0,2,0,181,158,102,56,30.94,29187,28.97,578,815,628,520,815,628,0,1766,0,1766,0,0,0,0,0,0,0,0,0
MON,06:13:30,563,784,587,1934,3,5,4,2,2,2,0,2,0,174,159,102,57,32.76,29244,28.98,563,784,587,506,784,587,0,1767,0,1767,0,0,0,0,0,0,0,0,0
MON,06:14:00,602,801,592,1995,3,5,4,2,2,2,0,2,0,179,156,102,54,30.17,29298,28.98,600,802,592,540,802,592,0,1739,0,1739,1,0,0,0,0,0,0,0,0
MON,06:14:30,548,763,599,1910,3,5,4,2,2,2,0,2,0,171,157,102,55,32.16,29353,28.98,548,763,599,493,763,599,0,1745,0,1745,0,0,0,0,0,0,0,0,0
MON,06:15:00,613,759,604,1976,4,5,4,2,2,2,0,2,0,177,166,105,61,34.46,29414,28.99,613,759,604,613,759,604,0,1853,0,1853,0,0,0,0,0,0,0,0,0
MON,06:15:30,548,757,583,1888,4,5,4,2,2,2,0,2,0,169,159,105,54,31.95,29468,29.00,548,757,583,548,757,583,0,1774,0,1774,0,0,0,0,0,0,0,0,0
MON,06:16:00,568,809,602,1979,4,5,4,2,2,2,0,2,0,178,160,105,55,30.90,29523,29.00,568,809,602,568,809,602,0,1780,0,1780,0,0,0,0,0,0,0,0,0
MON,06:16:30,591,791,585,1967,4,5,4,2,2,2,0,2,0,177,166,105,61,34.46,29584,29.01,591,791,585,591,791,585,0,1848,0,1848,0,0,0,0,0,0,0,0,0
MON,06:17:00,614,758,591,1963,4,5,4,2,2,2,0,2,0,176,165,105,60,34.09,29644,29.02,614,758,591,614,758,591,0,1841,0,1841,0,0,0,0,0,0,0,0,0
MON,06:17:30,592,775,623,1990,4,5,4,2,2,2,0,2,0,179,168,105,63,35.20,29707,29.03,592,775,623,592,775,623,0,1867,0,1867,0,0,0,0,0,0,0,0,0
MON,06:18:00,613,748,614,1975,4,5,4,2,2,2,0,2,0,177,166,105,61,34.46,29768,29.04,613,748,614,613,748,614,0,1851,0,1851,0,0,0,0,0,0,0,0,0
MON,06:18:30,634,769,574,1977,4,5,4,2,2,2,0,2,0,177,166,105,61,34.46,29829,29.05,634,769,574,634,769,574,0,1855,0,1855,0,0,0,0,0,0,0,0,0
MON,06:19:00,624,785,598,2007,4,5,4,2,2,2,0,2,0,180,169,105,64,35.56,29893,29.06,624,785,598,624,785,598,0,1884,0,1884,0,0,0,0,0,0,0,0,0
MON,06:19:30,572,758,598,1928,4,5,4,2,2,2,0,2,0,173,162,105,57,32.95,29950,29.07,572,758,598,572,758,598,0,1810,0,1810,0,0,0,0,0,0,0,0,0
MON,06:20:00,574,745,577,1896,4,5,4,2,2,2,0,2,0,170,160,105,55,32.35,30005,29.07,574,745,577,574,745,577,0,1780,0,1780,0,0,0,0,0,0,0,0,0
MON,06:20:30,578,774,590,1942,4,5,4,2,2,2,0,2,0,174,164,105,59,33.91,30064,29.08,578,774,590,578,774,590,0,1825,0,1825,0,0,0,0,0,0,0,0,0
MON,06:21:00,609,800,593,2002,4,5,4,2,2,2,0,2,0,180,169,105,64,35.56,30128,29.09,609,800,593,609,800,593,0,1881,0,1881,0,0,0,0,0,0,0,0,0
MON,06:21:30,587,775,598,1960,4,5,4,2,2,2,0,2,0,176,165,105,60,34.09,30188,29.10,587,775,598,587,775,598,0,1841,0,1841,0,0,0,0,0,0,0,0,0
MON,06:22:00,617,765,584,1966,4,5,4,2,2,2,0,2,0,176,166,105,61,34.66,30249,29.11,617,765,584,617,765,584,0,1845,0,1845,0,0,0,0,0,0,0,0,0
MON,06:22:30,634,761,580,1975,4,5,4,2,2,2,0,2,0,177,166,105,61,34.46,30310,29.12,634,761,580,634,761,580,0,1853,0,1853,0,0,0,0,0,0,0,0,0
MON,06:23:00,594,786,579,1959,4,5,4,2,2,2,0,2,0,176,165,105,60,34.09,30370,29.13,594,786,579,594,786,579,0,1841,0,1841,0,0,0,0,0,0,0,0,0
MON,06:23:30,623,740,567,1930,4,5,4,2,2,2,0,2,0,173,162,105,57,32.95,30427,29.13,623,740,567,623,740,567,0,1810,0,1810,0,0,0,0,0,0,0,0,0
MON,06:24:00,659,743,595,1997,4,5,4,2,2,2,0,2,0,179,168,105,63,35.20,30490,29.14,659,743,595,659,743,595,0,1871,0,1871,0,0,0,0,0,0,0,0,0
MON,06:24:30,667,781,560,2008,4,5,4,2,2,2,0,2,0,180,169,105,64,35.56,30554,29.15,667,781,560,667,781,560,0,1885,0,1885,0,0,0,0,0,0,0,0,0
MON,06:25:00,651,770,590,2011,4,5,4,2,2,2,0,2,0,180,169,105,64,35.56,30618,29.17,651,770,590,651,770,590,0,1886,0,1886,0,0,0,0,0,0,0,0,0
MON,06:25:30,663,746,576,1985,4,5,4,2,2,2,0,2,0,178,167,105,62,34.83,30680,29.18,663,746,576,663,746,576,0,1860,0,1860,0,0,0,0,0,0,0,0,0
MON,06:26:00,638,783,585,2006,4,5,4,2,2,2,0,2,0,180,169,105,64,35.56,30744,29.19,638,783,585,638,783,585,0,1883,0,1883,0,0,0,0,0,0,0,0,0
MON,06:26:30,652,752,586,1990,4,5,4,2,2,2,0,2,0,179,167,105,62,34.64,30806,29.20,652,752,586,652,752,586,0,1865,0,1865,0,0,0,0,0,0,0,0,0
MON,06:27:00,595,777,582,1954,4,5,4,2,2,2,0,2,0,175,165,105,60,34.29,30866,29.20,595,777,582,595,777,582,0,1835,0,1835,0,0,0,0,0,0,0,0,0
MON,06:27:30,671,728,554,1953,4,5,4,2,2,2,0,2,0,175,164,105,59,33.71,30925,29.21,671,728,554,671,728,554,0,1829,0,1829,0,0,0,0,0,0,0,0,0
MON,06:28:00,639,780,578,1997,4,5,4,2,2,2,0,2,0,179,168,105,63,35.20,30988,29.22,639,780,578,639,780,578,0,1875,0,1875,0,0,0,0,0,0,0,0,0
MON,06:28:30,683,734,554,1971,4,5,4,2,2,2,0,2,0,177,166,105,61,34.46,31049,29.23,683,734,554,683,734,554,0,1846,0,1846,0,0,0,0,0,0,0,0,0
