; MSControl_Server Game File									
; Mega Crash File									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	3	16	40	0	444	233	251		
DEMAND	3	16	40	30	428	314	255		
DEMAND	3	16	41	0	430	351	277		
DEMAND	3	16	41	30	436	429	287		
DEMAND	3	16	42	0	422	343	300		
DEMAND	3	16	42	30	430	321	289		
DEMAND	3	16	43	0	410	226	254		
DEMAND	3	16	43	30	427	279	276		
DEMAND	3	16	44	0	428	267	276		
DEMAND	3	16	44	30	411	405	271		
DEMAND	3	16	45	0	419	187	270		
DEMAND	3	16	45	30	414	318	278		
DEMAND	3	16	46	0	416	395	309		
DEMAND	3	16	46	30	425	109	286		
DEMAND	3	16	47	0	407	248	245		
DEMAND	3	16	47	30	417	241	298		
DEMAND	3	16	48	0	433	437	274		
DEMAND	3	16	48	30	429	418	311		
DEMAND	3	16	49	0	421	427	292		
DEMAND	3	16	49	30	421	292	305		
DEMAND	3	16	50	0	410	431	294		
DEMAND	3	16	50	30	402	233	347		
DEMAND	3	16	51	0	411	222	351		
DEMAND	3	16	51	30	428	246	272		
DEMAND	3	16	52	0	415	289	324		
DEMAND	3	16	52	30	435	304	297		
DEMAND	3	16	53	0	402	487	354		
DEMAND	3	16	53	30	424	304	337		
DEMAND	3	16	54	0	408	293	389		
DEMAND	3	16	54	30	409	359	345		
DEMAND	3	16	55	0	434	278	305		
DEMAND	3	16	55	30	427	204	337		
DEMAND	3	16	56	0	413	137	325		
DEMAND	3	16	56	30	436	356	374		
DEMAND	3	16	57	0	434	438	387		
DEMAND	3	16	57	30	403	181	382		
DEMAND	3	16	58	0	430	206	356		
DEMAND	3	16	58	30	425	171	363		
DEMAND	3	16	59	0	420	373	423		
DEMAND	3	16	59	30	411	323	421		
DEMAND	3	17	0	0	412	224	407		
DEMAND	3	17	0	30	404	279	361		
DEMAND	3	17	1	0	397	334	410		
DEMAND	3	17	1	30	399	174	409		
DEMAND	3	17	2	0	416	310	436		
DEMAND	3	17	2	30	408	357	418		
DEMAND	3	17	3	0	421	208	394		
DEMAND	3	17	3	30	426	287	392		
DEMAND	3	17	4	0	428	428	371		
DEMAND	3	17	4	30	396	268	439		
DEMAND	3	17	5	0	396	258	454		
DEMAND	3	17	5	30	402	422	409		
DEMAND	3	17	6	0	391	326	409		
DEMAND	3	17	6	30	397	255	410		
DEMAND	3	17	7	0	406	339	379		
DEMAND	3	17	7	30	406	347	441		
DEMAND	3	17	8	0	427	247	371		
DEMAND	3	17	8	30	395	386	392		
DEMAND	3	17	9	0	397	420	393		
DEMAND	3	17	9	30	396	200	434		
DEMAND	3	17	10	0	411	280	361		
DEMAND	3	17	10	30	421	284	387		
DEMAND	3	17	11	0	396	198	417		
DEMAND	3	17	11	30	395	258	374		
DEMAND	3	17	12	0	412	357	395		
DEMAND	3	17	12	30	386	210	433		
DEMAND	3	17	13	0	394	374	396		
DEMAND	3	17	13	30	406	241	408		
DEMAND	3	17	14	0	410	312	407		
DEMAND	3	17	14	30	392	230	449		
DEMAND	3	17	15	0	368	371	440		
DEMAND	3	17	15	30	394	341	379		
DEMAND	3	17	16	0	390	236	401		
DEMAND	3	17	16	30	386	314	422		
DEMAND	3	17	17	0	371	221	431		
DEMAND	3	17	17	30	404	195	419		
DEMAND	3	17	18	0	401	200	391		
DEMAND	3	17	18	30	409	358	440		
DEMAND	3	17	19	0	418	278	399		
DEMAND	3	17	19	30	375	323	406		
DEMAND	3	17	20	0	361	206	398		
DEMAND	3	17	20	30	410	212	408		
DEMAND	3	17	21	0	391	444	438		
DEMAND	3	17	21	30	367	336	457		
DEMAND	3	17	22	0	373	260	418		
DEMAND	3	17	22	30	383	263	425		
DEMAND	3	17	23	0	404	424	375		
DEMAND	3	17	23	30	382	369	464		
DEMAND	3	17	24	0	387	215	421		
DEMAND	3	17	24	30	401	338	421		
DEMAND	3	17	25	0	377	356	453		
DEMAND	3	17	25	30	376	409	415		
DEMAND	3	17	26	0	391	298	395		
DEMAND	3	17	26	30	393	220	447		
DEMAND	3	17	27	0	370	334	487		
DEMAND	3	17	27	30	372	204	429		
DEMAND	3	17	28	0	391	309	476		
DEMAND	3	17	28	30	386	270	457		
DEMAND	3	17	29	0	373	302	390		
DEMAND	3	17	29	30	377	219	468		
DEMAND	3	17	30	0	381	232	434		
DEMAND	3	17	30	30	346	277	473		
DEMAND	3	17	31	0	361	327	441		
DEMAND	3	17	31	30	365	272	462		
DEMAND	3	17	32	0	379	381	421		
DEMAND	3	17	32	30	400	300	446		
DEMAND	3	17	33	0	349	290	452		
DEMAND	3	17	33	30	351	418	498		
DEMAND	3	17	34	0	363	377	483		
DEMAND	3	17	34	30	336	292	419		
DEMAND	3	17	35	0	384	307	486		
DEMAND	3	17	35	30	370	222	459		
DEMAND	3	17	36	0	374	232	488		
DEMAND	3	17	36	30	387	290	482		
DEMAND	3	17	37	0	391	278	480		
DEMAND	3	17	37	30	373	312	484		
DEMAND	3	17	38	0	381	340	489		
DEMAND	3	17	38	30	359	193	521		
DEMAND	3	17	39	0	355	231	448		
DEMAND	3	17	39	30	322	332	470		
DEMAND	3	17	40	0	357	348	412		
DEMAND	3	17	40	30	368	268	494		
DEMAND	3	17	41	0	331	289	434		
DEMAND	3	17	41	30	334	237	497		
DEMAND	3	17	42	0	359	198	518		
DEMAND	3	17	42	30	348	334	494		
DEMAND	3	17	43	0	363	261	475		
DEMAND	3	17	43	30	358	217	531		
DEMAND	3	17	44	0	372	240	449		
DEMAND	3	17	44	30	335	209	413		
DEMAND	3	17	45	0	347	210	532		
DEMAND	3	17	45	30	379	347	502		
DEMAND	3	17	46	0	372	311	514		
DEMAND	3	17	46	30	364	254	517		
DEMAND	3	17	47	0	312	207	529		
DEMAND	3	17	47	30	364	328	500		
DEMAND	3	17	48	0	320	264	467		
DEMAND	3	17	48	30	352	246	492		
DEMAND	3	17	49	0	337	297	489		
DEMAND	3	17	49	30	338	289	528		
DEMAND	3	17	50	0	325	276	511		
DEMAND	3	17	50	30	339	225	508		
DEMAND	3	17	51	0	375	210	520		
DEMAND	3	17	51	30	339	293	534		
DEMAND	3	17	52	0	346	366	491		
DEMAND	3	17	52	30	346	252	468		
DEMAND	3	17	53	0	340	296	531		
DEMAND	3	17	53	30	357	183	538		
DEMAND	3	17	54	0	322	206	481		
DEMAND	3	17	54	30	303	265	553		
DEMAND	3	17	55	0	346	265	482		
DEMAND	3	17	55	30	344	233	546		
DEMAND	3	17	56	0	346	294	519		
DEMAND	3	17	56	30	336	241	503		
DEMAND	3	17	57	0	337	355	437		
DEMAND	3	17	57	30	333	278	530		
DEMAND	3	17	58	0	323	277	501		
DEMAND	3	17	58	30	305	286	537		
DEMAND	3	17	59	0	304	326	545		
DEMAND	3	17	59	30	289	299	537		
DEMAND	3	18	0	0	347	270	542		
DEMAND	3	18	0	30	292	301	519		
DEMAND	3	18	1	0	365	320	506		
DEMAND	3	18	1	30	353	269	510		
DEMAND	3	18	2	0	293	318	577		
DEMAND	3	18	2	30	296	316	561		
DEMAND	3	18	3	0	329	318	547		
DEMAND	3	18	3	30	292	271	520		
DEMAND	3	18	4	0	344	305	591		
DEMAND	3	18	4	30	307	279	502		
DEMAND	3	18	5	0	322	225	586		
DEMAND	3	18	5	30	331	315	501		
DEMAND	3	18	6	0	279	284	485		
DEMAND	3	18	6	30	324	243	655		
DEMAND	3	18	7	0	309	264	516		
DEMAND	3	18	7	30	311	253	462		
DEMAND	3	18	8	0	298	307	565		
DEMAND	3	18	8	30	300	252	618		
DEMAND	3	18	9	0	315	240	629		
DEMAND	3	18	9	30	297	242	602		
DEMAND	3	18	10	0	294	303	617		
DEMAND	3	18	10	30	315	232	500		
DEMAND	3	18	11	0	318	312	555		
DEMAND	3	18	11	30	331	289	529		
DEMAND	3	18	12	0	282	338	532		
DEMAND	3	18	12	30	322	278	623		
DEMAND	3	18	13	0	303	302	610		
DEMAND	3	18	13	30	305	311	531		
DEMAND	3	18	14	0	261	295	549		
DEMAND	3	18	14	30	304	226	529		
DEMAND	3	18	15	0	322	230	614		
DEMAND	3	18	15	30	258	304	599		
DEMAND	3	18	16	0	301	283	583		
DEMAND	3	18	16	30	330	300	630		
DEMAND	3	18	17	0	252	259	583		
DEMAND	3	18	17	30	283	250	638		
DEMAND	3	18	18	0	280	218	543		
DEMAND	3	18	18	30	297	223	556		
DEMAND	3	18	19	0	272	243	658		
DEMAND	3	18	19	30	320	238	616		
DEMAND	3	18	20	0	298	244	624		
DEMAND	3	18	20	30	241	236	674		
DEMAND	3	18	21	0	279	215	641		
DEMAND	3	18	21	30	283	268	570		
DEMAND	3	18	22	0	267	232	586		
DEMAND	3	18	22	30	289	220	581		
DEMAND	3	18	23	0	270	254	636		
DEMAND	3	18	23	30	248	259	571		
DEMAND	3	18	24	0	262	285	668		
DEMAND	3	18	24	30	290	281	565		
DEMAND	3	18	25	0	271	230	669		
DEMAND	3	18	25	30	304	270	679		
DEMAND	3	18	26	0	236	238	558		
DEMAND	3	18	26	30	246	223	633		
DEMAND	3	18	27	0	255	288	700		
DEMAND	3	18	27	30	264	254	555		
DEMAND	3	18	28	0	292	286	628		
DEMAND	3	18	28	30	249	313	585		
DEMAND	3	18	29	0	244	293	625		
DEMAND	3	18	29	30	267	214	705		
DEMAND	3	18	30	0	240	240	622		
DEMAND	3	18	30	30	233	206	603		
DEMAND	3	18	31	0	244	254	702		
DEMAND	3	18	31	30	256	281	671		
DEMAND	3	18	32	0	242	250	659		
DEMAND	3	18	32	30	208	299	774		
DEMAND	3	18	33	0	254	230	739		
DEMAND	3	18	33	30	291	242	648		
DEMAND	3	18	34	0	225	219	773		
DEMAND	3	18	34	30	238	278	597		
DEMAND	3	18	35	0	195	234	621		
DEMAND	3	18	35	30	215	263	663		
DEMAND	3	18	36	0	269	240	650		
DEMAND	3	18	36	30	226	234	707		
DEMAND	3	18	37	0	227	244	636		
DEMAND	3	18	37	30	284	236	629		
DEMAND	3	18	38	0	231	270	604		
DEMAND	3	18	38	30	193	229	726		
DEMAND	3	18	39	0	204	214	774		
DEMAND	3	18	39	30	203	249	707		
DEMAND	3	18	40	0	204	269	670		
DEMAND	3	18	40	30	217	277	660		
DEMAND	3	18	41	0	211	247	663		
DEMAND	3	18	41	30	271	257	611		
DEMAND	3	18	42	0	213	248	632		
DEMAND	3	18	42	30	247	229	650		
DEMAND	3	18	43	0	251	214	721		
DEMAND	3	18	43	30	232	273	752		
DEMAND	3	18	44	0	223	230	670		
DEMAND	3	18	44	30	212	273	817		
DEMAND	3	18	45	0	220	276	756		
DEMAND	3	18	45	30	205	261	781		
DEMAND	3	18	46	0	272	283	772		
DEMAND	3	18	46	30	207	254	734		
DEMAND	3	18	47	0	220	269	670		
DEMAND	3	18	47	30	180	276	744		
DEMAND	3	18	48	0	242	236	768		
DEMAND	3	18	48	30	181	273	765		
DEMAND	3	18	49	0	248	269	750		
DEMAND	3	18	49	30	191	265	766		
DEMAND	3	18	50	0	217	246	710		
DEMAND	3	18	50	30	201	244	697		
DEMAND	3	18	51	0	204	252	798		
DEMAND	3	18	51	30	239	275	818		
DEMAND	3	18	52	0	223	236	713		
DEMAND	3	18	52	30	247	271	798		
DEMAND	3	18	53	0	198	269	785		
DEMAND	3	18	53	30	160	268	833		
DEMAND	3	18	54	0	237	231	807		
DEMAND	3	18	54	30	178	230	813		
DEMAND	3	18	55	0	227	221	698		
DEMAND	3	18	55	30	174	245	794		
DEMAND	3	18	56	0	209	229	703		
DEMAND	3	18	56	30	150	237	848		
DEMAND	3	18	57	0	208	250	685		
DEMAND	3	18	57	30	194	238	723		
DEMAND	3	18	58	0	204	252	753		
DEMAND	3	18	58	30	217	219	786		
DEMAND	3	18	59	0	169	223	683		
DEMAND	3	18	59	30	169	242	781		
DEMAND	3	19	0	0	156	226	724		
DEMAND	3	19	0	30	170	310	756		
DEMAND	3	19	1	0	211	266	822		
DEMAND	3	19	1	30	189	300	706		
DEMAND	3	19	2	0	214	276	819		
DEMAND	3	19	2	30	204	285	672		
DEMAND	3	19	3	0	197	317	801		
DEMAND	3	19	3	30	148	286	764		
DEMAND	3	19	4	0	213	309	916		
DEMAND	3	19	4	30	215	300	850		
DEMAND	3	19	5	0	206	302	880		
DEMAND	3	19	5	30	158	320	754		
DEMAND	3	19	6	0	202	310	874		
DEMAND	3	19	6	30	142	298	700		
DEMAND	3	19	7	0	167	294	719		
DEMAND	3	19	7	30	225	301	886		
DEMAND	3	19	8	0	152	286	764		
DEMAND	3	19	8	30	152	284	809		
DEMAND	3	19	9	0	200	299	843		
DEMAND	3	19	9	30	192	279	915		
DEMAND	3	19	10	0	200	293	801		
DEMAND	3	19	10	30	143	291	916		
DEMAND	3	19	11	0	155	289	793		
DEMAND	3	19	11	30	158	292	841		
DEMAND	3	19	12	0	158	296	939		
DEMAND	3	19	12	30	149	297	825		
DEMAND	3	19	13	0	137	291	889		
DEMAND	3	19	13	30	175	248	836		
DEMAND	3	19	14	0	130	278	799		
DEMAND	3	19	14	30	195	286	977		
DEMAND	3	19	15	0	162	289	842		
DEMAND	3	19	15	30	181	282	779		
DEMAND	3	19	16	0	151	286	785		
DEMAND	3	19	16	30	149	274	964		
DEMAND	3	19	17	0	157	283	844		
DEMAND	3	19	17	30	158	258	817		
DEMAND	3	19	18	0	170	262	935		
DEMAND	3	19	18	30	142	267	871		
DEMAND	3	19	19	0	132	267	864		
DEMAND	3	19	19	30	143	258	960		
DEMAND	3	19	20	0	116	258	979		
DEMAND	3	19	20	30	169	258	947		
DEMAND	3	19	21	0	130	283	840		
DEMAND	3	19	21	30	132	251	875		
DEMAND	3	19	22	0	134	284	822		
DEMAND	3	19	22	30	102	279	957		
DEMAND	3	19	23	0	126	261	816		
DEMAND	3	19	23	30	186	278	897		
DEMAND	3	19	24	0	133	270	988		
DEMAND	3	19	24	30	144	273	911		
DEMAND	3	19	25	0	149	279	942		
DEMAND	3	19	25	30	134	270	947		
DEMAND	3	19	26	0	122	262	950		
DEMAND	3	19	26	30	121	249	1022		
DEMAND	3	19	27	0	155	261	936		
DEMAND	3	19	27	30	126	262	806		
DEMAND	3	19	28	0	166	264	971		
DEMAND	3	19	28	30	105	271	988		
DEMAND	3	19	29	0	156	267	841		
DEMAND	3	19	29	30	132	255	905		
DEMAND	3	19	30	0	140	255	888		
DEMAND	3	19	30	30	150	267	838		
DEMAND	3	19	31	0	99	266	932		
DEMAND	3	19	31	30	136	261	975		
DEMAND	3	19	32	0	150	260	1005		
DEMAND	3	19	32	30	119	244	951		
DEMAND	3	19	33	0	150	263	891		
DEMAND	3	19	33	30	105	264	891		
DEMAND	3	19	34	0	125	242	1014		
DEMAND	3	19	34	30	150	256	1025		
DEMAND	3	19	35	0	128	242	954		
DEMAND	3	19	35	30	91	253	1021		
DEMAND	3	19	36	0	105	234	994		
DEMAND	3	19	36	30	88	238	972		
DEMAND	3	19	37	0	145	237	857		
DEMAND	3	19	37	30	132	245	984		
DEMAND	3	19	38	0	132	256	961		
DEMAND	3	19	38	30	147	242	1032		
DEMAND	3	19	39	0	79	248	1005		
DEMAND	3	19	39	30	119	238	968		
DEMAND	3	19	40	0	94	246	926		
DEMAND	3	19	40	30	111	236	1038		
DEMAND	3	19	41	0	129	244	1078		
DEMAND	3	19	41	30	140	236	1043		
DEMAND	3	19	42	0	95	243	984		
DEMAND	3	19	42	30	131	236	891		
DEMAND	3	19	43	0	97	242	976		
DEMAND	3	19	43	30	89	245	1084		
DEMAND	3	19	44	0	102	236	991		
DEMAND	3	19	44	30	78	237	1096		
DEMAND	3	19	45	0	68	237	974		
DEMAND	3	19	45	30	80	248	899		
DEMAND	3	19	46	0	113	240	1002		
DEMAND	3	19	46	30	113	238	1019		
DEMAND	3	19	47	0	123	235	1006		
DEMAND	3	19	47	30	94	247	932		
DEMAND	3	19	48	0	76	238	963		
DEMAND	3	19	48	30	105	242	1034		
DEMAND	3	19	49	0	100	231	1004		
DEMAND	3	19	49	30	86	247	1050		
DEMAND	3	19	50	0	57	216	1048		
DEMAND	3	19	50	30	69	226	945		
DEMAND	3	19	51	0	73	230	929		
DEMAND	3	19	51	30	65	241	1030		
DEMAND	3	19	52	0	62	220	990		
DEMAND	3	19	52	30	89	231	1101		
DEMAND	3	19	53	0	68	233	1069		
DEMAND	3	19	53	30	82	217	974		
DEMAND	3	19	54	0	108	225	956		
DEMAND	3	19	54	30	75	213	1031		
DEMAND	3	19	55	0	107	231	1041		
DEMAND	3	19	55	30	72	224	1036		
DEMAND	3	19	56	0	69	219	1028		
DEMAND	3	19	56	30	111	236	1125		
DEMAND	3	19	57	0	102	212	968		
DEMAND	3	19	57	30	103	221	979		
DEMAND	3	19	58	0	62	220	1104		
DEMAND	3	19	58	30	103	217	1057		
DEMAND	3	19	59	0	89	217	991		
DEMAND	3	19	59	30	82	205	1003		
DEMAND	3	20	0	0	58	214	1040		
DEMAND	3	20	0	30	80	221	1127		
DEMAND	3	20	1	0	79	234	1126		
DEMAND	3	20	1	30	73	218	1105		
DEMAND	3	20	2	0	87	214	1043		
DEMAND	3	20	2	30	63	222	983		
DEMAND	3	20	3	0	54	210	1112		
DEMAND	3	20	3	30	79	220	1099		
DEMAND	3	20	4	0	63	197	1079		
DEMAND	3	20	4	30	80	211	1067		
DEMAND	3	20	5	0	89	227	1078		
DEMAND	3	20	5	30	87	209	1073		
DEMAND	3	20	6	0	94	204	1128		
DEMAND	3	20	6	30	58	224	1128		
DEMAND	3	20	7	0	47	208	1079		
DEMAND	3	20	7	30	70	219	1070		
DEMAND	3	20	8	0	69	201	1127		
DEMAND	3	20	8	30	52	221	1110		
DEMAND	3	20	9	0	42	204	1124		
DEMAND	3	20	9	30	50	208	1098		
DEMAND	3	20	10	0	96	214	1118		
DEMAND	3	20	10	30	72	210	1054		
DEMAND	3	20	11	0	74	215	1051		
DEMAND	3	20	11	30	57	190	1082		
DEMAND	3	20	12	0	65	207	1185		
DEMAND	3	20	12	30	50	198	1088		
DEMAND	3	20	13	0	62	217	1069		
DEMAND	3	20	13	30	95	208	1057		
DEMAND	3	20	14	0	63	215	1076		
DEMAND	3	20	14	30	88	204	1072		
DEMAND	3	20	15	0	43	207	1145		
DEMAND	3	20	15	30	36	194	1107		
DEMAND	3	20	16	0	45	208	1164		
DEMAND	3	20	16	30	53	211	1149		
DEMAND	3	20	17	0	54	210	1124		
DEMAND	3	20	17	30	74	194	1102		
DEMAND	3	20	18	0	56	205	1120		
DEMAND	3	20	18	30	52	179	1112		
DEMAND	3	20	19	0	53	190	1118		
DEMAND	3	20	19	30	37	196	1116		
DEMAND	3	20	20	0	59	202	1086		
DEMAND	3	20	20	30	35	211	1116		
DEMAND	3	20	21	0	38	185	1179		
DEMAND	3	20	21	30	51	201	1208		
DEMAND	3	20	22	0	61	197	1124		
DEMAND	3	20	22	30	71	199	1159		
DEMAND	3	20	23	0	67	191	1100		
DEMAND	3	20	23	30	72	207	1099		
DEMAND	3	20	24	0	61	204	1160		
DEMAND	3	20	24	30	67	198	1146		
DEMAND	3	20	25	0	53	188	1139		
DEMAND	3	20	25	30	73	184	1183		
DEMAND	3	20	26	0	71	197	1140		
DEMAND	3	20	26	30	75	179	1183		
DEMAND	3	20	27	0	46	180	1153		
DEMAND	3	20	27	30	43	183	1110		
DEMAND	3	20	28	0	57	169	1104		
DEMAND	3	20	28	30	35	164	1163		
DEMAND	3	20	29	0	36	203	1114		
DEMAND	3	20	29	30	35	197	1220		
DEMAND	3	20	30	0	49	199	1190		
DEMAND	3	20	30	30	41	192	1189		
DEMAND	3	20	31	0	65	186	1175		
DEMAND	3	20	31	30	72	191	1089		
DEMAND	3	20	32	0	60	190	1158		
DEMAND	3	20	32	30	62	159	1126		
DEMAND	3	20	33	0	41	190	1198		
DEMAND	3	20	33	30	32	194	1189		
DEMAND	3	20	34	0	36	195	1164		
DEMAND	3	20	34	30	68	164	1115		
DEMAND	3	20	35	0	45	183	1184		
DEMAND	3	20	35	30	55	192	1130		
DEMAND	3	20	36	0	48	192	1154		
DEMAND	3	20	36	30	49	169	1165		
DEMAND	3	20	37	0	33	192	1123		
DEMAND	3	20	37	30	41	178	1170		
DEMAND	3	20	38	0	44	157	1167		
DEMAND	3	20	38	30	64	189	1154		
DEMAND	3	20	39	0	47	189	1196		
DEMAND	3	20	39	30	66	178	1164		
DEMAND	3	20	40	0	50	208	1182		
DEMAND	3	20	40	30	49	190	1203		
DEMAND	3	20	41	0	62	191	1145		
DEMAND	3	20	41	30	56	200	1143		
DEMAND	3	20	42	0	70	188	1213		
DEMAND	3	20	42	30	29	173	1208		
DEMAND	3	20	43	0	54	183	1164		
DEMAND	3	20	43	30	44	184	1229		
DEMAND	3	20	44	0	68	196	1131		
DEMAND	3	20	44	30	44	169	1208		
DEMAND	3	20	45	0	53	163	1216		
DEMAND	3	20	45	30	73	160	1194		
DEMAND	3	20	46	0	61	181	1207		
DEMAND	3	20	46	30	66	183	1179		
DEMAND	3	20	47	0	57	191	1190		
DEMAND	3	20	47	30	45	177	1186		
DEMAND	3	20	48	0	35	166	1205		
DEMAND	3	20	48	30	46	155	1157		
DEMAND	3	20	49	0	27	163	1194		
DEMAND	3	20	49	30	62	171	1203		
DEMAND	3	20	50	0	56	184	1211		
DEMAND	3	20	50	30	40	178	1225		
DEMAND	3	20	51	0	33	169	1171		
DEMAND	3	20	51	30	42	149	1244		
DEMAND	3	20	52	0	70	188	1187		
DEMAND	3	20	52	30	63	162	1192		
DEMAND	3	20	53	0	31	188	1198		
DEMAND	3	20	53	30	66	156	1216		
DEMAND	3	20	54	0	33	192	1194		
DEMAND	3	20	54	30	67	177	1251		
DEMAND	3	20	55	0	66	196	1201		
DEMAND	3	20	55	30	46	167	1229		
DEMAND	3	20	56	0	23	195	1226		
DEMAND	3	20	56	30	45	177	1185		
DEMAND	3	20	57	0	30	200	1217		
DEMAND	3	20	57	30	57	158	1237		
DEMAND	3	20	58	0	28	165	1195		
DEMAND	3	20	58	30	64	188	1209		
DEMAND	3	20	59	0	54	149	1233		
DEMAND	3	20	59	30	35	152	1219		
DEMAND	3	21	0	0	65	152	1241		
DEMAND	3	21	0	30	47	189	1200		
DEMAND	3	21	1	0	25	187	1234		
DEMAND	3	21	1	30	68	190	1234		
DEMAND	3	21	2	0	68	186	1207		
DEMAND	3	21	2	30	44	183	1228		
DEMAND	3	21	3	0	68	167	1234		
DEMAND	3	21	3	30	21	170	1207		
DEMAND	3	21	4	0	74	149	1215		
DEMAND	3	21	4	30	62	170	1215		
DEMAND	3	21	5	0	43	206	1200		
DEMAND	3	21	5	30	22	164	1182		
DEMAND	3	21	6	0	19	181	1231		
DEMAND	3	21	6	30	27	179	1249		
DEMAND	3	21	7	0	44	167	1210		
DEMAND	3	21	7	30	60	158	1247		
DEMAND	3	21	8	0	48	164	1243		
DEMAND	3	21	8	30	34	192	1217		
DEMAND	3	21	9	0	75	189	1224		
DEMAND	3	21	9	30	98	161	1209		
DEMAND	3	21	10	0	63	144	1247		
DEMAND	3	21	10	30	47	147	1196		
DEMAND	3	21	11	0	18	199	1210		
DEMAND	3	21	11	30	39	132	1228		
DEMAND	3	21	12	0	49	182	1202		
DEMAND	3	21	12	30	50	147	1228		
DEMAND	3	21	13	0	58	172	1254		
DEMAND	3	21	13	30	51	163	1213		
DEMAND	3	21	14	0	33	196	1264		
DEMAND	3	21	14	30	41	198	1219		
DEMAND	3	21	15	0	75	139	1202		
DEMAND	3	21	15	30	39	196	1209		
DEMAND	3	21	16	0	15	203	1235		
DEMAND	3	21	16	30	20	175	1259		
DEMAND	3	21	17	0	108	151	1207		
DEMAND	3	21	17	30	77	180	1213		
DEMAND	3	21	18	0	24	152	1211		
DEMAND	3	21	18	30	57	164	1254		
DEMAND	3	21	19	0	91	139	1208		
DEMAND	3	21	19	30	19	201	1260		
DEMAND	3	21	20	0	40	182	1256		
DEMAND	3	21	20	30	12	159	1227		
DEMAND	3	21	21	0	67	138	1203		
DEMAND	3	21	21	30	111	164	1262		
DEMAND	3	21	22	0	76	154	1234		
DEMAND	3	21	22	30	48	196	1251		
DEMAND	3	21	23	0	18	166	1251		
DEMAND	3	21	23	30	34	169	1221		
DEMAND	3	21	24	0	65	180	1213		
DEMAND	3	21	24	30	35	148	1261		
DEMAND	3	21	25	0	31	174	1220		
DEMAND	3	21	25	30	31	173	1275		
DEMAND	3	21	26	0	63	155	1260		
DEMAND	3	21	26	30	80	143	1260		
DEMAND	3	21	27	0	75	156	1219		
DEMAND	3	21	27	30	19	182	1256		
DEMAND	3	21	28	0	20	151	1243		
DEMAND	3	21	28	30	97	183	1247		
DEMAND	3	21	29	0	56	165	1222		
DEMAND	3	21	29	30	50	136	1227		
DEMAND	3	21	30	0	30	134	1201		
DEMAND	3	21	30	30	80	169	1264		
DEMAND	3	21	31	0	55	173	1241		
DEMAND	3	21	31	30	36	131	1224		
DEMAND	3	21	32	0	61	169	1193		
DEMAND	3	21	32	30	106	154	1220		
DEMAND	3	21	33	0	6	140	1253		
DEMAND	3	21	33	30	54	140	1181		
DEMAND	3	21	34	0	84	163	1247		
DEMAND	3	21	34	30	70	163	1276		
DEMAND	3	21	35	0	11	149	1233		
DEMAND	3	21	35	30	75	144	1219		
DEMAND	3	21	36	0	39	177	1252		
DEMAND	3	21	36	30	34	203	1233		
DEMAND	3	21	37	0	30	179	1238		
DEMAND	3	21	37	30	33	133	1229		
DEMAND	3	21	38	0	17	151	1222		
DEMAND	3	21	38	30	11	149	1239		
DEMAND	3	21	39	0	37	127	1258		
DEMAND	3	21	39	30	42	152	1259		
DEMAND	3	21	40	0	81	143	1203		
DEMAND	3	21	40	30	64	190	1214		
DEMAND	3	21	41	0	97	145	1190		
DEMAND	3	21	41	30	59	181	1239		
DEMAND	3	21	42	0	36	168	1181		
DEMAND	3	21	42	30	32	161	1224		
DEMAND	3	21	43	0	8	123	1194		
DEMAND	3	21	43	30	43	168	1279		
DEMAND	3	21	44	0	51	193	1204		
DEMAND	3	21	44	30	18	187	1270		
DEMAND	3	21	45	0	56	165	1233		
DEMAND	3	21	45	30	91	187	1230		
DEMAND	3	21	46	0	41	146	1210		
DEMAND	3	21	46	30	39	162	1164		
DEMAND	3	21	47	0	37	221	1210		
DEMAND	3	21	47	30	75	217	1214		
DEMAND	3	21	48	0	108	170	1254		
DEMAND	3	21	48	30	32	153	1242		
DEMAND	3	21	49	0	84	207	1202		
DEMAND	3	21	49	30	53	150	1211		
DEMAND	3	21	50	0	81	188	1243		
DEMAND	3	21	50	30	55	161	1222		
DEMAND	3	21	51	0	20	129	1245		
DEMAND	3	21	51	30	20	173	1206		
DEMAND	3	21	52	0	30	154	1154		
DEMAND	3	21	52	30	33	182	1243		
DEMAND	3	21	53	0	40	165	1248		
DEMAND	3	21	53	30	50	182	1249		
DEMAND	3	21	54	0	48	151	1245		
DEMAND	3	21	54	30	83	192	1178		
DEMAND	3	21	55	0	37	146	1201		
DEMAND	3	21	55	30	62	184	1175		
DEMAND	3	21	56	0	56	126	1242		
DEMAND	3	21	56	30	42	154	1250		
DEMAND	3	21	57	0	69	157	1189		
DEMAND	3	21	57	30	71	179	1227		
DEMAND	3	21	58	0	37	158	1188		
DEMAND	3	21	58	30	78	181	1163		
DEMAND	3	21	59	0	36	182	1251		
DEMAND	3	21	59	30	67	148	1181		
DEMAND	3	22	0	0	96	152	1252		
DEMAND	3	22	0	30	72	135	1240		
DEMAND	3	22	1	0	63	145	1141		
DEMAND	3	22	1	30	74	199	1207		
DEMAND	3	22	2	0	37	169	1261		
DEMAND	3	22	2	30	94	137	1216		
DEMAND	3	22	3	0	26	135	1157		
DEMAND	3	22	3	30	38	204	1123		
DEMAND	3	22	4	0	90	179	1211		
DEMAND	3	22	4	30	103	157	1212		
