; MSControl_Server Game File									
; Apr 6th									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	3	18	23	30	1273	171	815		
DEMAND	3	18	24	0	1268	239	838		
DEMAND	3	18	24	30	1468	252	765		
DEMAND	3	18	25	0	1498	242	880		
DEMAND	3	18	25	30	1524	240	810		
DEMAND	3	18	26	0	1398	195	891		
DEMAND	3	18	26	30	1294	195	938		
DEMAND	3	18	27	0	1471	229	975		
DEMAND	3	18	27	30	1505	186	836		
DEMAND	3	18	28	0	1227	200	821		
DEMAND	3	18	28	30	1148	232	864		
DEMAND	3	18	29	0	1343	225	841		
DEMAND	3	18	29	30	1458	241	945		
DEMAND	3	18	30	0	1267	192	1022		
DEMAND	3	18	30	30	1276	205	980		
DEMAND	3	18	31	0	1239	204	923		
DEMAND	3	18	31	30	1320	227	1026		
DEMAND	3	18	32	0	1417	194	925		
DEMAND	3	18	32	30	1190	185	870		
DEMAND	3	18	33	0	1143	212	967		
DEMAND	3	18	33	30	990	225	1023		
DEMAND	3	18	34	0	1203	199	961		
DEMAND	3	18	34	30	1257	237	944		
DEMAND	3	18	35	0	1376	236	812		
DEMAND	3	18	35	30	1155	233	957		
DEMAND	3	18	36	0	1282	223	955		
DEMAND	3	18	36	30	1056	187	903		
DEMAND	3	18	37	0	1040	200	859		
DEMAND	3	18	37	30	1206	189	1005		
DEMAND	3	18	38	0	1301	221	827		
DEMAND	3	18	38	30	1333	189	1000		
DEMAND	3	18	39	0	1366	238	953		
DEMAND	3	18	39	30	1224	220	1035		
DEMAND	3	18	40	0	1133	188	904		
DEMAND	3	18	40	30	1205	202	1038		
DEMAND	3	18	41	0	1051	243	927		
DEMAND	3	18	41	30	1146	219	1035		
DEMAND	3	18	42	0	1294	181	1036		
DEMAND	3	18	42	30	1291	195	1056		
DEMAND	3	18	43	0	1128	201	1075		
DEMAND	3	18	43	30	1012	198	973		
DEMAND	3	18	44	0	1167	209	988		
DEMAND	3	18	44	30	1245	223	1057		
DEMAND	3	18	45	0	990	223	868		
DEMAND	3	18	45	30	1054	217	921		
DEMAND	3	18	46	0	1264	202	908		
DEMAND	3	18	46	30	1248	211	903		
DEMAND	3	18	47	0	1051	208	973		
DEMAND	3	18	47	30	981	181	1016		
DEMAND	3	18	48	0	1058	226	937		
DEMAND	3	18	48	30	1132	198	875		
DEMAND	3	18	49	0	872	219	892		
DEMAND	3	18	49	30	1014	188	957		
DEMAND	3	18	50	0	1194	197	958		
DEMAND	3	18	50	30	1147	208	1095		
DEMAND	3	18	51	0	1218	210	1019		
DEMAND	3	18	51	30	1255	222	1056		
DEMAND	3	18	52	0	1055	224	1111		
DEMAND	3	18	52	30	1075	188	972		
DEMAND	3	18	53	0	1194	183	928		
DEMAND	3	18	53	30	1063	214	1040		
DEMAND	3	18	54	0	1127	203	978		
DEMAND	3	18	54	30	993	207	1059		
DEMAND	3	18	55	0	906	199	1166		
DEMAND	3	18	55	30	802	216	974		
DEMAND	3	18	56	0	1037	206	1201		
DEMAND	3	18	56	30	1160	184	1024		
DEMAND	3	18	57	0	1034	181	1040		
DEMAND	3	18	57	30	855	215	1125		
DEMAND	3	18	58	0	878	215	1040		
DEMAND	3	18	58	30	1002	197	964		
DEMAND	3	18	59	0	908	211	1229		
DEMAND	3	18	59	30	843	205	993		
DEMAND	3	19	0	0	1056	199	1100		
DEMAND	3	19	0	30	1178	198	1150		
DEMAND	3	19	1	0	824	169	1021		
DEMAND	3	19	1	30	994	186	1201		
DEMAND	3	19	2	0	753	197	1197		
DEMAND	3	19	2	30	859	200	1033		
DEMAND	3	19	3	0	889	207	954		
DEMAND	3	19	3	30	923	201	1159		
DEMAND	3	19	4	0	896	191	1101		
DEMAND	3	19	4	30	1106	186	1117		
DEMAND	3	19	5	0	787	201	1162		
DEMAND	3	19	5	30	915	186	1082		
DEMAND	3	19	6	0	917	171	1216		
DEMAND	3	19	6	30	896	188	1223		
DEMAND	3	19	7	0	808	173	1286		
DEMAND	3	19	7	30	851	179	1129		
DEMAND	3	19	8	0	632	193	1127		
DEMAND	3	19	8	30	890	199	1014		
DEMAND	3	19	9	0	984	185	1258		
DEMAND	3	19	9	30	1045	189	1182		
DEMAND	3	19	10	0	765	192	1118		
DEMAND	3	19	10	30	633	194	1245		
DEMAND	3	19	11	0	730	186	1192		
DEMAND	3	19	11	30	831	189	1047		
DEMAND	3	19	12	0	965	191	1276		
DEMAND	3	19	12	30	921	176	1141		
DEMAND	3	19	13	0	802	186	1198		
DEMAND	3	19	13	30	748	189	1107		
DEMAND	3	19	14	0	678	192	1137		
DEMAND	3	19	14	30	926	189	1276		
DEMAND	3	19	15	0	792	194	1180		
DEMAND	3	19	15	30	969	188	1053		
DEMAND	3	19	16	0	824	173	1231		
DEMAND	3	19	16	30	964	182	1180		
DEMAND	3	19	17	0	684	182	1188		
DEMAND	3	19	17	30	683	172	1218		
DEMAND	3	19	18	0	851	183	1129		
DEMAND	3	19	18	30	812	172	1375		
DEMAND	3	19	19	0	829	172	1180		
DEMAND	3	19	19	30	601	188	1195		
DEMAND	3	19	20	0	951	171	1215		
DEMAND	3	19	20	30	718	187	1179		
DEMAND	3	19	21	0	788	183	1135		
DEMAND	3	19	21	30	633	172	1350		
DEMAND	3	19	22	0	654	182	1088		
DEMAND	3	19	22	30	708	167	1101		
DEMAND	3	19	23	0	623	178	1270		
DEMAND	3	19	23	30	783	178	1293		
DEMAND	3	19	24	0	661	181	1336		
DEMAND	3	19	24	30	757	180	1207		
DEMAND	3	19	25	0	592	173	1179		
DEMAND	3	19	25	30	800	164	1348		
DEMAND	3	19	26	0	726	178	1292		
DEMAND	3	19	26	30	616	171	1228		
DEMAND	3	19	27	0	672	170	1145		
DEMAND	3	19	27	30	684	166	1315		
DEMAND	3	19	28	0	664	172	1393		
DEMAND	3	19	28	30	777	168	1280		
DEMAND	3	19	29	0	539	174	1327		
DEMAND	3	19	29	30	489	175	1192		
DEMAND	3	19	30	0	515	169	1365		
DEMAND	3	19	30	30	576	170	1308		
DEMAND	3	19	31	0	557	165	1247		
DEMAND	3	19	31	30	561	170	1258		
DEMAND	3	19	32	0	720	154	1334		
DEMAND	3	19	32	30	640	164	1402		
DEMAND	3	19	33	0	655	172	1436		
DEMAND	3	19	33	30	494	166	1239		
DEMAND	3	19	34	0	633	164	1333		
DEMAND	3	19	34	30	692	173	1329		
DEMAND	3	19	35	0	554	168	1438		
DEMAND	3	19	35	30	733	162	1368		
DEMAND	3	19	36	0	399	159	1252		
DEMAND	3	19	36	30	637	157	1286		
DEMAND	3	19	37	0	639	159	1273		
DEMAND	3	19	37	30	782	165	1416		
DEMAND	3	19	38	0	606	163	1293		
DEMAND	3	19	38	30	549	156	1403		
DEMAND	3	19	39	0	512	161	1290		
DEMAND	3	19	39	30	615	153	1353		
DEMAND	3	19	40	0	670	156	1443		
DEMAND	3	19	40	30	515	161	1301		
DEMAND	3	19	41	0	594	160	1443		
DEMAND	3	19	41	30	552	165	1393		
DEMAND	3	19	42	0	585	159	1257		
DEMAND	3	19	42	30	669	160	1488		
DEMAND	3	19	43	0	522	165	1453		
DEMAND	3	19	43	30	518	157	1287		
DEMAND	3	19	44	0	538	162	1296		
DEMAND	3	19	44	30	432	148	1437		
DEMAND	3	19	45	0	572	151	1362		
DEMAND	3	19	45	30	609	157	1327		
DEMAND	3	19	46	0	436	152	1428		
DEMAND	3	19	46	30	367	150	1278		
DEMAND	3	19	47	0	648	158	1306		
DEMAND	3	19	47	30	432	156	1349		
DEMAND	3	19	48	0	401	145	1378		
DEMAND	3	19	48	30	695	149	1473		
DEMAND	3	19	49	0	551	153	1494		
DEMAND	3	19	49	30	354	155	1449		
DEMAND	3	19	50	0	435	158	1469		
DEMAND	3	19	50	30	608	150	1373		
DEMAND	3	19	51	0	399	150	1342		
DEMAND	3	19	51	30	665	152	1434		
DEMAND	3	19	52	0	532	143	1425		
DEMAND	3	19	52	30	457	152	1438		
DEMAND	3	19	53	0	592	141	1557		
DEMAND	3	19	53	30	465	151	1368		
DEMAND	3	19	54	0	405	139	1521		
DEMAND	3	19	54	30	577	145	1536		
DEMAND	3	19	55	0	501	147	1322		
DEMAND	3	19	55	30	418	153	1413		
DEMAND	3	19	56	0	594	138	1457		
DEMAND	3	19	56	30	290	147	1360		
DEMAND	3	19	57	0	352	139	1526		
DEMAND	3	19	57	30	374	148	1436		
DEMAND	3	19	58	0	435	147	1479		
DEMAND	3	19	58	30	518	142	1440		
DEMAND	3	19	59	0	349	144	1459		
DEMAND	3	19	59	30	467	147	1405		
DEMAND	3	20	0	0	407	140	1431		
DEMAND	3	20	0	30	432	139	1509		
DEMAND	3	20	1	0	462	136	1441		
DEMAND	3	20	1	30	376	129	1456		
DEMAND	3	20	2	0	474	143	1514		
DEMAND	3	20	2	30	496	147	1452		
DEMAND	3	20	3	0	302	145	1409		
DEMAND	3	20	3	30	405	145	1473		
DEMAND	3	20	4	0	360	130	1497		
DEMAND	3	20	4	30	369	142	1605		
DEMAND	3	20	5	0	450	141	1409		
DEMAND	3	20	5	30	356	136	1581		
DEMAND	3	20	6	0	389	135	1543		
DEMAND	3	20	6	30	333	133	1477		
DEMAND	3	20	7	0	495	135	1578		
DEMAND	3	20	7	30	454	137	1445		
DEMAND	3	20	8	0	315	145	1493		
DEMAND	3	20	8	30	332	141	1552		
DEMAND	3	20	9	0	222	135	1559		
DEMAND	3	20	9	30	221	133	1595		
DEMAND	3	20	10	0	267	140	1574		
DEMAND	3	20	10	30	424	127	1548		
DEMAND	3	20	11	0	287	141	1472		
DEMAND	3	20	11	30	371	146	1510		
DEMAND	3	20	12	0	378	132	1566		
DEMAND	3	20	12	30	360	130	1537		
DEMAND	3	20	13	0	421	143	1598		
DEMAND	3	20	13	30	230	141	1573		
DEMAND	3	20	14	0	424	141	1446		
DEMAND	3	20	14	30	299	137	1470		
DEMAND	3	20	15	0	303	132	1582		
DEMAND	3	20	15	30	387	136	1586		
DEMAND	3	20	16	0	341	128	1606		
DEMAND	3	20	16	30	285	142	1572		
DEMAND	3	20	17	0	253	134	1561		
DEMAND	3	20	17	30	350	128	1550		
DEMAND	3	20	18	0	342	128	1601		
DEMAND	3	20	18	30	156	128	1574		
DEMAND	3	20	19	0	354	125	1557		
DEMAND	3	20	19	30	261	141	1559		
DEMAND	3	20	20	0	268	127	1673		
DEMAND	3	20	20	30	271	126	1538		
DEMAND	3	20	21	0	296	125	1612		
DEMAND	3	20	21	30	354	134	1583		
DEMAND	3	20	22	0	409	132	1491		
DEMAND	3	20	22	30	277	132	1588		
DEMAND	3	20	23	0	314	132	1628		
DEMAND	3	20	23	30	269	119	1586		
DEMAND	3	20	24	0	292	113	1504		
DEMAND	3	20	24	30	342	114	1554		
DEMAND	3	20	25	0	327	138	1565		
DEMAND	3	20	25	30	276	132	1575		
DEMAND	3	20	26	0	262	132	1644		
DEMAND	3	20	26	30	269	134	1641		
DEMAND	3	20	27	0	261	120	1554		
DEMAND	3	20	27	30	229	129	1688		
DEMAND	3	20	28	0	222	120	1641		
DEMAND	3	20	28	30	326	123	1681		
DEMAND	3	20	29	0	305	129	1575		
DEMAND	3	20	29	30	252	131	1669		
DEMAND	3	20	30	0	352	131	1632		
DEMAND	3	20	30	30	229	122	1618		
DEMAND	3	20	31	0	374	120	1627		
DEMAND	3	20	31	30	263	120	1625		
DEMAND	3	20	32	0	283	130	1666		
DEMAND	3	20	32	30	346	113	1655		
DEMAND	3	20	33	0	386	112	1708		
DEMAND	3	20	33	30	387	125	1656		
DEMAND	3	20	34	0	341	125	1624		
DEMAND	3	20	34	30	330	126	1654		
DEMAND	3	20	35	0	309	122	1675		
DEMAND	3	20	35	30	216	120	1628		
DEMAND	3	20	36	0	285	113	1650		
DEMAND	3	20	36	30	398	122	1614		
DEMAND	3	20	37	0	296	128	1659		
DEMAND	3	20	37	30	295	123	1582		
DEMAND	3	20	38	0	369	123	1642		
DEMAND	3	20	38	30	251	99	1657		
DEMAND	3	20	39	0	401	120	1700		
DEMAND	3	20	39	30	278	107	1617		
DEMAND	3	20	40	0	234	132	1686		
DEMAND	3	20	40	30	303	121	1622		
DEMAND	3	20	41	0	303	107	1667		
DEMAND	3	20	41	30	354	112	1674		
DEMAND	3	20	42	0	196	131	1633		
DEMAND	3	20	42	30	238	112	1696		
DEMAND	3	20	43	0	173	118	1670		
DEMAND	3	20	43	30	263	98	1612		
DEMAND	3	20	44	0	307	112	1639		
DEMAND	3	20	44	30	165	125	1658		
DEMAND	3	20	45	0	392	114	1589		
DEMAND	3	20	45	30	309	108	1659		
DEMAND	3	20	46	0	268	122	1586		
DEMAND	3	20	46	30	193	131	1700		
DEMAND	3	20	47	0	239	126	1647		
DEMAND	3	20	47	30	191	111	1615		
DEMAND	3	20	48	0	269	126	1718		
DEMAND	3	20	48	30	155	129	1672		
DEMAND	3	20	49	0	296	116	1725		
DEMAND	3	20	49	30	182	104	1688		
DEMAND	3	20	50	0	200	118	1631		
DEMAND	3	20	50	30	332	96	1684		
DEMAND	3	20	51	0	231	118	1709		
DEMAND	3	20	51	30	143	130	1616		
DEMAND	3	20	52	0	359	122	1667		
DEMAND	3	20	52	30	170	127	1698		
DEMAND	3	20	53	0	370	116	1649		
DEMAND	3	20	53	30	310	125	1707		
DEMAND	3	20	54	0	301	111	1713		
DEMAND	3	20	54	30	396	127	1667		
DEMAND	3	20	55	0	310	121	1740		
DEMAND	3	20	55	30	410	105	1669		
DEMAND	3	20	56	0	384	114	1694		
DEMAND	3	20	56	30	191	117	1658		
DEMAND	3	20	57	0	262	120	1698		
DEMAND	3	20	57	30	270	134	1704		
DEMAND	3	20	58	0	173	99	1703		
DEMAND	3	20	58	30	233	122	1658		
DEMAND	3	20	59	0	138	120	1723		
DEMAND	3	20	59	30	201	115	1709		
DEMAND	3	21	0	0	193	125	1659		
DEMAND	3	21	0	30	242	94	1705		
DEMAND	3	21	1	0	163	121	1655		
DEMAND	3	21	1	30	331	109	1698		
DEMAND	3	21	2	0	260	111	1685		
DEMAND	3	21	2	30	322	104	1734		
DEMAND	3	21	3	0	228	125	1708		
DEMAND	3	21	3	30	314	123	1687		
DEMAND	3	21	4	0	186	124	1699		
DEMAND	3	21	4	30	193	111	1755		
DEMAND	3	21	5	0	213	95	1713		
DEMAND	3	21	5	30	228	121	1680		
DEMAND	3	21	6	0	469	103	1757		
DEMAND	3	21	6	30	244	121	1705		
DEMAND	3	21	7	0	250	107	1723		
DEMAND	3	21	7	30	203	114	1752		
DEMAND	3	21	8	0	303	105	1758		
DEMAND	3	21	8	30	230	125	1725		
DEMAND	3	21	9	0	113	119	1754		
DEMAND	3	21	9	30	151	109	1708		
DEMAND	3	21	10	0	320	104	1670		
DEMAND	3	21	10	30	68	125	1723		
DEMAND	3	21	11	0	450	116	1690		
DEMAND	3	21	11	30	365	91	1724		
DEMAND	3	21	12	0	364	124	1720		
DEMAND	3	21	12	30	289	113	1745		
DEMAND	3	21	13	0	159	118	1713		
DEMAND	3	21	13	30	212	93	1734		
DEMAND	3	21	14	0	233	113	1742		
DEMAND	3	21	14	30	309	107	1739		
DEMAND	3	21	15	0	267	92	1709		
DEMAND	3	21	15	30	196	117	1718		
DEMAND	3	21	16	0	314	86	1682		
DEMAND	3	21	16	30	288	114	1743		
DEMAND	3	21	17	0	299	136	1733		
DEMAND	3	21	17	30	415	128	1748		
DEMAND	3	21	18	0	310	109	1778		
DEMAND	3	21	18	30	204	105	1710		
DEMAND	3	21	19	0	245	102	1751		
DEMAND	3	21	19	30	398	127	1677		
DEMAND	3	21	20	0	370	128	1722		
DEMAND	3	21	20	30	336	97	1718		
DEMAND	3	21	21	0	412	130	1734		
DEMAND	3	21	21	30	254	94	1720		
DEMAND	3	21	22	0	365	125	1745		
DEMAND	3	21	22	30	142	109	1766		
DEMAND	3	21	23	0	277	127	1705		
DEMAND	3	21	23	30	358	107	1730		
DEMAND	3	21	24	0	222	93	1714		
DEMAND	3	21	24	30	238	116	1753		
DEMAND	3	21	25	0	202	97	1723		
DEMAND	3	21	25	30	213	102	1648		
DEMAND	3	21	26	0	430	103	1728		
DEMAND	3	21	26	30	520	108	1746		
DEMAND	3	21	27	0	248	123	1711		
DEMAND	3	21	27	30	317	106	1699		
DEMAND	3	21	28	0	47	115	1751		
DEMAND	3	21	28	30	364	114	1762		
DEMAND	3	21	29	0	112	116	1719		
DEMAND	3	21	29	30	240	106	1698		
DEMAND	3	21	30	0	146	115	1754		
DEMAND	3	21	30	30	407	87	1734		
DEMAND	3	21	31	0	510	102	1747		
DEMAND	3	21	31	30	189	84	1719		
DEMAND	3	21	32	0	243	127	1773		
DEMAND	3	21	32	30	385	128	1673		
DEMAND	3	21	33	0	243	128	1722		
DEMAND	3	21	33	30	84	138	1774		
DEMAND	3	21	34	0	402	124	1663		
DEMAND	3	21	34	30	460	129	1671		
DEMAND	3	21	35	0	461	88	1778		
DEMAND	3	21	35	30	476	118	1695		
DEMAND	3	21	36	0	560	86	1698		
DEMAND	3	21	36	30	169	129	1710		
DEMAND	3	21	37	0	79	108	1742		
DEMAND	3	21	37	30	523	130	1702		
DEMAND	3	21	38	0	540	128	1661		
DEMAND	3	21	38	30	461	119	1677		
DEMAND	3	21	39	0	282	138	1689		
DEMAND	3	21	39	30	512	106	1740		
DEMAND	3	21	40	0	192	133	1713		
DEMAND	3	21	40	30	460	93	1703		
DEMAND	3	21	41	0	169	110	1764		
DEMAND	3	21	41	30	297	123	1743		
DEMAND	3	21	42	0	337	113	1696		
DEMAND	3	21	42	30	548	133	1746		
DEMAND	3	21	43	0	469	100	1646		
DEMAND	3	21	43	30	418	120	1734		
DEMAND	3	21	44	0	179	111	1633		
DEMAND	3	21	44	30	149	124	1680		
DEMAND	3	21	45	0	231	136	1772		
DEMAND	3	21	45	30	346	130	1682		
DEMAND	3	21	46	0	174	101	1703		
DEMAND	3	21	46	30	471	90	1676		
DEMAND	3	21	47	0	343	100	1719		
DEMAND	3	21	47	30	230	123	1726		
DEMAND	3	21	48	0	461	121	1701		
DEMAND	3	21	48	30	377	96	1629		
DEMAND	3	21	49	0	401	116	1725		
DEMAND	3	21	49	30	218	115	1728		
DEMAND	3	21	50	0	593	100	1751		
DEMAND	3	21	50	30	352	134	1650		
DEMAND	3	21	51	0	363	88	1696		
DEMAND	3	21	51	30	537	111	1775		
DEMAND	3	21	52	0	173	122	1703		
DEMAND	3	21	52	30	127	120	1695		
DEMAND	3	21	53	0	300	125	1768		
DEMAND	3	21	53	30	220	112	1605		
DEMAND	3	21	54	0	215	117	1676		
DEMAND	3	21	54	30	244	126	1733		
DEMAND	3	21	55	0	163	129	1723		
DEMAND	3	21	55	30	297	106	1725		
DEMAND	3	21	56	0	224	114	1607		
DEMAND	3	21	56	30	374	142	1744		
DEMAND	3	21	57	0	218	126	1631		
DEMAND	3	21	57	30	389	130	1676		
DEMAND	3	21	58	0	240	140	1692		
DEMAND	3	21	58	30	307	77	1650		
DEMAND	3	21	59	0	521	126	1682		
DEMAND	3	21	59	30	141	115	1671		
DEMAND	3	22	0	0	323	115	1747		
DEMAND	3	22	0	30	230	96	1748		
DEMAND	3	22	1	0	457	98	1666		
DEMAND	3	22	1	30	417	94	1738		
DEMAND	3	22	2	0	350	102	1607		
DEMAND	3	22	2	30	176	107	1743		
DEMAND	3	22	3	0	133	118	1748		
DEMAND	3	22	3	30	527	123	1723		
DEMAND	3	22	4	0	438	125	1639		
DEMAND	3	22	4	30	409	125	1710		
DEMAND	3	22	5	0	380	98	1679		
DEMAND	3	22	5	30	284	129	1682		
DEMAND	3	22	6	0	354	111	1603		
DEMAND	3	22	6	30	388	139	1742		
DEMAND	3	22	7	0	250	125	1670		
DEMAND	3	22	7	30	407	101	1657		
DEMAND	3	22	8	0	470	87	1599		
DEMAND	3	22	8	30	256	123	1607		
DEMAND	3	22	9	0	180	95	1698		
DEMAND	3	22	9	30	443	93	1683		
DEMAND	3	22	10	0	566	94	1716		
DEMAND	3	22	10	30	481	123	1643		
DEMAND	3	22	11	0	417	113	1693		
DEMAND	3	22	11	30	503	102	1726		
DEMAND	3	22	12	0	388	139	1705		
DEMAND	3	22	12	30	336	127	1591		
DEMAND	3	22	13	0	382	116	1723		
DEMAND	3	22	13	30	377	84	1733		
DEMAND	3	22	14	0	527	118	1563		
DEMAND	3	22	14	30	401	108	1629		
DEMAND	3	22	15	0	295	121	1557		
DEMAND	3	22	15	30	288	122	1655		
DEMAND	3	22	16	0	263	122	1668		
DEMAND	3	22	16	30	481	126	1601		
DEMAND	3	22	17	0	500	127	1596		
DEMAND	3	22	17	30	367	105	1667		
DEMAND	3	22	18	0	170	100	1531		
DEMAND	3	22	18	30	436	114	1624		
DEMAND	3	22	19	0	426	107	1678		
DEMAND	3	22	19	30	247	90	1716		
DEMAND	3	22	20	0	250	80	1689		
DEMAND	3	22	20	30	515	106	1746		
DEMAND	3	22	21	0	246	101	1565		
DEMAND	3	22	21	30	300	138	1597		
DEMAND	3	22	22	0	313	163	1596		
DEMAND	3	22	22	30	490	135	1561		
DEMAND	3	22	23	0	382	93	1583		
DEMAND	3	22	23	30	365	118	1646		
DEMAND	3	22	24	0	217	109	1559		
DEMAND	3	22	24	30	486	108	1502		
DEMAND	3	22	25	0	441	98	1582		
DEMAND	3	22	25	30	391	123	1503		
DEMAND	3	22	26	0	349	87	1583		
DEMAND	3	22	26	30	599	99	1652		
DEMAND	3	22	27	0	544	119	1514		
DEMAND	3	22	27	30	261	106	1733		
DEMAND	3	22	28	0	282	120	1664		
DEMAND	3	22	28	30	310	96	1685		
DEMAND	3	22	29	0	477	134	1645		
DEMAND	3	22	29	30	378	121	1654		
DEMAND	3	22	30	0	427	121	1521		
DEMAND	3	22	30	30	391	103	1524		
DEMAND	3	22	31	0	516	145	1613		
DEMAND	3	22	31	30	365	103	1590		
DEMAND	3	22	32	0	437	115	1453		
DEMAND	3	22	32	30	505	150	1555		
DEMAND	3	22	33	0	303	168	1597		
DEMAND	3	22	33	30	464	136	1673		
DEMAND	3	22	34	0	303	148	1606		
DEMAND	3	22	34	30	459	138	1537		
DEMAND	3	22	35	0	233	168	1588		
DEMAND	3	22	35	30	271	153	1469		
DEMAND	3	22	36	0	376	114	1601		
DEMAND	3	22	36	30	413	117	1625		
DEMAND	3	22	37	0	336	106	1520		
DEMAND	3	22	37	30	363	129	1556		
DEMAND	3	22	38	0	394	138	1560		
DEMAND	3	22	38	30	367	112	1529		
DEMAND	3	22	39	0	414	91	1476		
DEMAND	3	22	39	30	390	112	1698		
DEMAND	3	22	40	0	419	124	1502		
DEMAND	3	22	40	30	449	98	1556		
DEMAND	3	22	41	0	406	128	1489		
DEMAND	3	22	41	30	345	105	1559		
DEMAND	3	22	42	0	289	140	1556		
DEMAND	3	22	42	30	365	170	1539		
DEMAND	3	22	43	0	259	125	1673		
DEMAND	3	22	43	30	421	118	1609		
DEMAND	3	22	44	0	378	153	1662		
DEMAND	3	22	44	30	281	130	1416		
DEMAND	3	22	45	0	341	136	1559		
DEMAND	3	22	45	30	242	111	1547		
DEMAND	3	22	46	0	318	166	1544		
DEMAND	3	22	46	30	288	120	1561		
DEMAND	3	22	47	0	453	111	1480		
DEMAND	3	22	47	30	391	127	1538		
DEMAND	3	22	48	0	273	93	1561		
DEMAND	3	22	48	30	370	124	1547		
DEMAND	3	22	49	0	410	138	1443		
DEMAND	3	22	49	30	256	100	1638		
DEMAND	3	22	50	0	304	139	1469		
DEMAND	3	22	50	30	486	145	1486		
DEMAND	3	22	51	0	237	126	1616		
DEMAND	3	22	51	30	383	115	1450		
DEMAND	3	22	52	0	326	143	1599		
DEMAND	3	22	52	30	273	137	1423		
DEMAND	3	22	53	0	284	123	1436		
DEMAND	3	22	53	30	308	169	1488		
DEMAND	3	22	54	0	358	160	1523		
DEMAND	3	22	54	30	416	145	1380		
DEMAND	3	22	55	0	257	168	1444		
DEMAND	3	22	55	30	239	169	1613		
DEMAND	3	22	56	0	412	154	1443		
DEMAND	3	22	56	30	405	114	1547		
DEMAND	3	22	57	0	452	133	1461		
DEMAND	3	22	57	30	327	135	1420		
DEMAND	3	22	58	0	455	179	1422		
DEMAND	3	22	58	30	419	146	1397		
DEMAND	3	22	59	0	431	161	1552		
DEMAND	3	22	59	30	286	143	1571		
DEMAND	3	23	0	0	382	117	1456		
DEMAND	3	23	0	30	362	161	1568		
DEMAND	3	23	1	0	441	139	1559		
DEMAND	3	23	1	30	319	160	1530		
DEMAND	3	23	2	0	399	148	1514		
DEMAND	3	23	2	30	456	152	1559		
DEMAND	3	23	3	0	281	143	1566		
DEMAND	3	23	3	30	357	157	1361		
DEMAND	3	23	4	0	431	140	1556		
DEMAND	3	23	4	30	309	157	1338		
DEMAND	3	23	5	0	319	157	1414		
DEMAND	3	23	5	30	397	157	1383		
DEMAND	3	23	6	0	425	172	1554		
DEMAND	3	23	6	30	296	151	1457		
DEMAND	3	23	7	0	405	142	1429		
DEMAND	3	23	7	30	450	145	1559		
DEMAND	3	23	8	0	398	150	1484		
DEMAND	3	23	8	30	373	146	1318		
DEMAND	3	23	9	0	278	167	1514		
DEMAND	3	23	9	30	457	204	1512		
DEMAND	3	23	10	0	347	153	1490		
DEMAND	3	23	10	30	444	151	1525		
DEMAND	3	23	11	0	274	185	1473		
DEMAND	3	23	11	30	346	156	1420		
DEMAND	3	23	12	0	405	136	1350		
DEMAND	3	23	12	30	350	162	1568		
DEMAND	3	23	13	0	435	124	1349		
DEMAND	3	23	13	30	354	193	1395		
DEMAND	3	23	14	0	261	157	1316		
DEMAND	3	23	14	30	372	161	1281		
DEMAND	3	23	15	0	420	154	1388		
DEMAND	3	23	15	30	346	209	1281		
DEMAND	3	23	16	0	416	152	1344		
DEMAND	3	23	16	30	350	161	1484		
DEMAND	3	23	17	0	430	201	1437		
DEMAND	3	23	17	30	411	215	1426		
DEMAND	3	23	18	0	421	197	1405		
DEMAND	3	23	18	30	404	155	1521		
DEMAND	3	23	19	0	311	204	1339		
DEMAND	3	23	19	30	403	161	1415		
DEMAND	3	23	20	0	401	201	1386		
DEMAND	3	23	20	30	338	186	1358		
DEMAND	3	23	21	0	420	201	1445		
DEMAND	3	23	21	30	407	150	1291		
DEMAND	3	23	22	0	422	160	1304		
DEMAND	3	23	22	30	385	156	1429		
DEMAND	3	23	23	0	389	177	1351		
DEMAND	3	23	23	30	384	155	1410		
DEMAND	3	23	24	0	395	197	1310		
DEMAND	3	23	24	30	360	173	1339		
DEMAND	3	23	25	0	365	200	1481		
DEMAND	3	23	25	30	400	212	1227		
DEMAND	3	23	26	0	394	208	1345		
DEMAND	3	23	26	30	329	189	1367		
DEMAND	3	23	27	0	322	239	1286		
DEMAND	3	23	27	30	313	199	1295		
DEMAND	3	23	28	0	344	217	1269		
DEMAND	3	23	28	30	411	189	1387		
DEMAND	3	23	29	0	376	200	1300		
DEMAND	3	23	29	30	311	214	1309		
DEMAND	3	23	30	0	295	183	1238		
DEMAND	3	23	30	30	388	189	1305		
DEMAND	3	23	31	0	312	231	1271		
DEMAND	3	23	31	30	306	212	1249		
DEMAND	3	23	32	0	381	170	1407		
DEMAND	3	23	32	30	397	205	1260		
DEMAND	3	23	33	0	386	181	1243		
DEMAND	3	23	33	30	412	213	1388		
DEMAND	3	23	34	0	375	217	1267		
DEMAND	3	23	34	30	324	218	1384		
DEMAND	3	23	35	0	315	239	1425		
DEMAND	3	23	35	30	388	208	1331		
DEMAND	3	23	36	0	392	242	1219		
DEMAND	3	23	36	30	307	247	1365		
DEMAND	3	23	37	0	328	227	1429		
DEMAND	3	23	37	30	385	216	1222		
DEMAND	3	23	38	0	375	220	1243		
DEMAND	3	23	38	30	383	249	1227		
DEMAND	3	23	39	0	359	239	1328		
